elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000004,1785212551.833076000,idle,0,0,-30,press_SPACE_to_start,72,72,54,18,2,1,0,0,0,0,0,1,0,1,1,1,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,,,
0.178601,1785212552.054445028,idle,0,0,-30,press_SPACE_to_start,63,63,51,12,2,1,0,0,0,0,0,2,0,1,1,2,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,,,
0.271491,1785212552.166238070,idle,0,0,-30,press_SPACE_to_start,56,56,44,12,2,1,0,0,0,0,0,3,0,1,1,3,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,351.000000,,
0.358386,1785212552.166238070,idle,0,0,-30,press_SPACE_to_start,56,56,44,12,2,1,0,0,0,0,0,3,0,1,1,3,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,351.000000,,
0.446216,1785212552.277334929,idle,0,0,-30,press_SPACE_to_start,61,61,46,15,2,1,0,0,0,0,0,4,0,1,1,4,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,379.500000,,
0.501645,1785212552.402830124,idle,0,0,-30,press_SPACE_to_start,57,57,39,18,2,1,0,0,0,0,0,5,0,1,1,5,1,30.437500,57.906250,44.171875,197.500000,550.500000,,,,,415.500000,,
0.588750,1785212552.503804922,idle,0,0,-30,press_SPACE_to_start,63,63,44,19,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,,,,,425.500000,,
0.677304,1785212552.503804922,idle,0,0,-30,press_SPACE_to_start,63,63,44,19,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,,,,,425.500000,,
0.770880,1785212552.614662886,idle,0,0,-30,press_SPACE_to_start,67,67,48,19,3,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,,,,,254.000000,,
0.859725,1785212552.726607084,idle,0,0,-30,press_SPACE_to_start,71,71,47,24,3,0,0,0,0,0,0,8,0,1,1,5,0,,,,,,,,,,268.000000,,
