elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm
3.205061,1785215905.661959887,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,39,23,0,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.293082,1785215905.776805878,search_first_car,50,-29,-29,paper_search_first_vehicle,60,60,37,23,0,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.385086,1785215905.776805878,search_first_car,50,-29,-29,paper_search_first_vehicle,60,60,37,23,0,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.473027,1785215905.887216806,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,37,21,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.559816,1785215905.999475002,search_first_car,50,-29,-29,paper_search_first_vehicle,60,60,40,20,0,0,0,0,0,0,0,26,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.645521,1785215906.110197067,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,40,22,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.732179,1785215906.110197067,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,40,22,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.819254,1785215906.224987984,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,34,24,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.910809,1785215906.335860968,search_first_car,50,-29,-29,paper_search_first_vehicle,57,57,34,23,0,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
3.998294,1785215906.447519064,search_first_car,50,-29,-29,paper_search_first_vehicle,56,56,33,23,0,0,0,0,0,0,0,30,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.084588,1785215906.559356928,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,37,21,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.172508,1785215906.559356928,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,37,21,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.259527,1785215906.673252106,search_first_car,50,-29,-29,paper_search_first_vehicle,51,51,31,20,0,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.347697,1785215906.784759045,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,34,24,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.440594,1785215906.896486998,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,32,20,0,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.527736,1785215907.008141994,search_first_car,50,-29,-29,paper_search_first_vehicle,48,48,29,19,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.615784,1785215907.008141994,search_first_car,50,-29,-29,paper_search_first_vehicle,48,48,29,19,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.703750,1785215907.119079828,search_first_car,50,-29,-29,paper_search_first_vehicle,48,48,24,24,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.791863,1785215907.234368086,search_first_car,50,-29,-29,paper_search_first_vehicle,50,50,27,23,0,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.880323,1785215907.344981909,search_first_car,50,-29,-29,paper_search_first_vehicle,48,48,25,23,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
4.972920,1785215907.457136154,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,28,24,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.059748,1785215907.457136154,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,28,24,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.147469,1785215907.567588091,search_first_car,50,-29,-29,paper_search_first_vehicle,51,51,26,25,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.234128,1785215907.682352066,search_first_car,50,-29,-29,paper_search_first_vehicle,51,51,29,22,0,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.322125,1785215907.793520212,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,27,25,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.409950,1785215907.793520212,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,27,25,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.503021,1785215907.906014919,search_first_car,50,-29,-29,paper_search_first_vehicle,41,41,18,23,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.590719,1785215908.016506195,search_first_car,50,-29,-29,paper_search_first_vehicle,50,50,24,26,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.677928,1785215908.131783962,search_first_car,50,-29,-29,paper_search_first_vehicle,40,40,20,20,0,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.765257,1785215908.243196011,search_first_car,50,-29,-29,paper_search_first_vehicle,45,45,20,25,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.853110,1785215908.243196011,search_first_car,50,-29,-29,paper_search_first_vehicle,45,45,20,25,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
5.941245,1785215908.353339911,search_first_car,50,-29,-29,paper_search_first_vehicle,45,45,22,23,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.033837,1785215908.465399981,search_first_car,50,-29,-29,paper_search_first_vehicle,39,39,17,22,0,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.120557,1785215908.576215982,search_first_car,50,-29,-29,paper_search_first_vehicle,44,44,22,22,0,0,0,0,0,0,0,49,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.208037,1785215908.691833019,search_first_car,50,-29,-29,paper_search_first_vehicle,42,42,18,24,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.295582,1785215908.691833019,search_first_car,50,-29,-29,paper_search_first_vehicle,42,42,18,24,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.383783,1785215908.803068876,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,11,24,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.471501,1785215908.913871050,search_first_car,50,-29,-29,paper_search_first_vehicle,43,43,19,24,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.563715,1785215909.025825977,search_first_car,50,-29,-29,paper_search_first_vehicle,36,36,15,21,1,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.651058,1785215909.025825977,search_first_car,50,-29,-29,paper_search_first_vehicle,36,36,15,21,1,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.738898,1785215909.141552925,search_first_car,50,-29,-29,paper_search_first_vehicle,37,37,15,22,1,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.824177,1785215909.251380920,search_first_car,50,-29,-29,paper_search_first_vehicle,38,38,14,24,1,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.911662,1785215909.363420963,search_first_car,50,-29,-29,paper_search_first_vehicle,33,33,12,21,1,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
6.999936,1785215909.473531961,search_first_car,50,-29,-29,paper_search_first_vehicle,37,37,17,20,1,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.092262,1785215909.473531961,search_first_car,50,-29,-29,paper_search_first_vehicle,37,37,17,20,1,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.179583,1785215909.585818768,search_first_car,50,-29,-29,paper_search_first_vehicle,36,36,13,23,1,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.267452,1785215909.699612856,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,9,21,1,0,0,0,0,0,0,59,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.354698,1785215909.810935974,search_first_car,50,-29,-29,paper_search_first_vehicle,29,29,8,21,1,0,0,0,0,0,0,60,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.442761,1785215909.922653913,search_first_car,50,-29,-29,paper_search_first_vehicle,27,27,8,19,1,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.531168,1785215909.922653913,search_first_car,50,-29,-29,paper_search_first_vehicle,27,27,8,19,1,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.623112,1785215910.034712076,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,11,21,1,0,0,0,0,0,0,62,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.710126,1785215910.149351835,search_first_car,50,-29,-29,paper_search_first_vehicle,28,28,7,21,1,0,0,0,0,0,0,63,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.797731,1785215910.259978056,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,11,21,1,0,0,0,0,0,0,64,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.886035,1785215910.259978056,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,11,21,1,0,0,0,0,0,0,64,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
7.975187,1785215910.371587038,search_first_car,50,-29,-29,paper_search_first_vehicle,26,26,5,21,1,0,0,0,0,0,0,65,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.063332,1785215910.482309103,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,11,21,0,0,0,0,0,0,0,66,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.154801,1785215910.593693018,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,7,23,0,0,0,0,0,0,0,67,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.241851,1785215910.705103159,search_first_car,50,-29,-29,paper_search_first_vehicle,29,29,9,20,0,0,0,0,0,0,0,68,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.329129,1785215910.705103159,search_first_car,50,-29,-29,paper_search_first_vehicle,29,29,9,20,0,0,0,0,0,0,0,68,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.416909,1785215910.820839882,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,7,25,0,0,0,0,0,0,0,69,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.504349,1785215910.931914091,search_first_car,50,-29,-29,paper_search_first_vehicle,33,33,9,24,0,0,0,0,0,0,0,70,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.592457,1785215911.042895794,search_first_car,50,-29,-29,paper_search_first_vehicle,31,31,7,24,0,0,0,0,0,0,0,71,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.684895,1785215911.154682159,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,5,25,0,0,0,0,0,0,0,72,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.772728,1785215911.154682159,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,5,25,0,0,0,0,0,0,0,72,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.860922,1785215911.268332958,search_first_car,50,-29,-29,paper_search_first_vehicle,33,33,7,26,0,0,0,0,0,0,0,73,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
8.949040,1785215911.379988909,search_first_car,50,-29,-29,paper_search_first_vehicle,27,27,2,25,0,0,0,0,0,0,0,74,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.037732,1785215911.491941929,search_first_car,50,-29,-29,paper_search_first_vehicle,25,25,2,23,0,0,0,0,0,0,0,75,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.126405,1785215911.602755070,search_first_car,50,-29,-29,paper_search_first_vehicle,28,28,4,24,0,0,0,0,0,0,0,76,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.217633,1785215911.602755070,search_first_car,50,-29,-29,paper_search_first_vehicle,28,28,4,24,0,0,0,0,0,0,0,76,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.305004,1785215911.718310833,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,8,24,0,0,0,0,0,0,0,77,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.393255,1785215911.829215050,search_first_car,50,-29,-29,paper_search_first_vehicle,23,23,2,21,0,0,0,0,0,0,0,78,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.480169,1785215911.940815210,search_first_car,50,-29,-29,paper_search_first_vehicle,25,25,1,24,0,0,0,0,0,0,0,79,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.568515,1785215912.052350998,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,3,27,0,0,0,0,0,0,0,80,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.656075,1785215912.052350998,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,3,27,0,0,0,0,0,0,0,80,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.747747,1785215912.163275957,search_first_car,50,-29,-29,paper_search_first_vehicle,36,36,8,28,0,0,0,0,0,0,0,81,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.833534,1785215912.277150869,search_first_car,50,-29,-29,paper_search_first_vehicle,26,26,3,23,0,0,0,0,0,0,0,82,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
9.919448,1785215912.389137983,search_first_car,50,-29,-29,paper_search_first_vehicle,25,25,4,21,0,0,0,0,0,0,0,83,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
10.005793,1785215912.389137983,search_first_car,50,-29,-29,paper_search_first_vehicle,25,25,4,21,0,0,0,0,0,0,0,83,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,0,0,0,0,0,,,
