sim_time_s,state,pose_x_m,pose_y_m,pose_yaw_deg,right_vehicle,near,clusters,vehicle_clusters,cluster_summary,pair_valid,pair_confirmed,angle_a_deg,angle_b_deg,dist_a_mm,dist_b_mm,bisector_deg,dist_c_mm,dist_d_mm,speed_command,steering_command,reason
49.722000,search_first_car,-0.021211,0.529136,-90.128425,0,1,1,1,-0.1:1771:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
49.822000,search_first_car,-0.021183,0.529089,-90.128444,0,1,1,1,-0.1:1776:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
49.922000,search_first_car,-0.021148,0.529032,-90.128376,0,1,1,1,-0.1:1761:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.022000,search_first_car,0.016042,2.824757,-0.128206,0,1,1,1,-0.1:1778:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.122000,search_first_car,0.016068,2.824711,-0.128195,0,1,1,1,-0.1:1773:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.222000,search_first_car,0.016102,2.824666,-0.128410,0,1,1,1,-0.1:1768:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.323000,search_first_car,0.016132,2.824606,-0.128191,0,1,1,1,-0.1:1769:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.422000,search_first_car,0.016162,2.824556,-0.128196,0,1,1,1,-0.1:1768:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.522000,search_first_car,0.016198,2.824530,-0.128913,0,1,1,1,-0.1:1781:574:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.622000,search_first_car,0.016226,2.824490,-0.129081,0,1,1,1,-0.1:1774:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.722000,search_first_car,0.016266,2.824484,-0.130349,0,1,1,1,-0.1:1780:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.823000,search_first_car,0.016303,2.824442,-0.130787,0,1,1,1,-0.1:1764:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
50.923000,search_first_car,0.016329,2.824398,-0.130740,0,1,1,1,-0.1:1781:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.023000,search_first_car,0.016362,2.824345,-0.130790,0,1,1,1,-0.1:1774:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.123000,search_first_car,0.016395,2.824301,-0.131024,0,1,1,1,-0.1:1772:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.223000,search_first_car,0.016434,2.824275,-0.131865,0,1,1,1,-0.1:1774:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.323000,search_first_car,-0.020853,0.528461,-90.132387,0,1,1,1,-0.1:1773:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.423000,search_first_car,-0.020821,0.528409,-90.132500,0,1,1,1,-0.1:1774:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.523000,search_first_car,-0.020777,0.528340,-90.132248,0,1,1,1,-0.1:1755:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.624000,search_first_car,-0.020754,0.528301,-90.132424,0,1,1,1,-0.1:1767:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.723000,search_first_car,0.016604,2.824043,-0.132947,0,1,1,1,-0.1:1766:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.823000,search_first_car,0.016636,2.823997,-0.133077,0,1,1,1,-0.1:1770:576:1,0,0,,,,,,,,80,0,search_first_car:0/2
51.923000,search_first_car,0.016667,2.823929,-0.132737,0,1,1,1,-0.1:1768:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.023000,search_first_car,0.016695,2.823866,-0.132412,0,1,1,1,-0.1:1775:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.123000,search_first_car,0.016724,2.823814,-0.132290,0,1,1,1,-0.1:1770:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.223000,search_first_car,0.016762,2.823796,-0.133277,0,1,1,1,-0.1:1769:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.323000,search_first_car,0.016794,2.823741,-0.133226,0,1,1,1,-0.1:1780:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.423000,search_first_car,0.016823,2.823690,-0.133184,0,1,1,1,-0.1:1771:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.523000,search_first_car,0.016857,2.823614,-0.132801,0,1,1,1,-0.1:1760:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.623000,search_first_car,0.016892,2.823552,-0.132704,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.723000,search_first_car,0.016925,2.823514,-0.133038,0,1,1,1,-0.1:1772:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.823000,search_first_car,0.016963,2.823497,-0.134050,0,1,1,1,-0.1:1770:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
52.924000,search_first_car,0.017000,2.823482,-0.135049,0,1,1,1,-0.1:1769:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.023000,search_first_car,-0.020444,0.527706,-90.136416,0,1,1,1,-0.1:1772:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.123000,search_first_car,-0.020420,0.527663,-90.136795,0,1,1,1,-0.1:1768:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.223000,search_first_car,-0.020404,0.527622,-90.137373,0,1,1,1,-0.1:1765:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.323000,search_first_car,-0.020360,0.527555,-90.136973,0,1,1,1,-0.1:1779:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.423000,search_first_car,0.017176,2.823265,-0.136655,0,1,1,1,-0.1:1770:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
53.524000,search_first_car,0.017211,2.823210,-0.136715,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
