elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,valid_points,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000007,1785209895.810949087,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,
0.175204,1785209896.030179977,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,2,0,0,2,0,,,,,,,,,,,,
0.268375,1785209896.144361019,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,3,0,0,3,0,,,,,,,,,,,,
0.355290,1785209896.255060911,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,4,0,0,4,0,,,,,,,,,,,,
0.443148,1785209896.255060911,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,4,0,0,4,0,,,,,,,,,,,,
0.497906,1785209896.370098829,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,5,0,0,5,0,,,,,,,,,,,,
0.583366,1785209896.481781006,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,6,0,0,5,0,,,,,,,,,,,,
0.669774,1785209896.481781006,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,6,0,0,5,0,,,,,,,,,,,,
0.761665,1785209896.592062950,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,7,0,0,5,0,,,,,,,,,,,,
0.849191,1785209896.707749844,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,8,0,0,5,0,,,,,,,,,,,,
0.936396,1785209896.819297075,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,9,0,0,5,0,,,,,,,,,,,,
1.024276,1785209896.819297075,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,9,0,0,5,0,,,,,,,,,,,,
1.112423,1785209896.930560112,idle,0,0,-25,press_SPACE_to_start,71,0,0,0,0,0,10,0,0,5,0,,,,,,,,,,,,
1.201396,1785209897.044847012,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,11,0,0,5,0,,,,,,,,,,,,
1.293174,1785209897.156332016,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,12,0,0,5,0,,,,,,,,,,,,
1.380674,1785209897.270282030,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,13,0,0,5,0,,,,,,,,,,,,
1.465177,1785209897.270282030,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,13,0,0,5,0,,,,,,,,,,,,
1.551086,1785209897.381391048,idle,0,0,-25,press_SPACE_to_start,81,0,0,0,0,0,14,0,0,5,0,,,,,,,,,,,,
1.639980,1785209897.493269920,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,15,0,0,5,0,,,,,,,,,,,,
1.729010,1785209897.608524084,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,16,0,0,5,0,,,,,,,,,,,,
1.821691,1785209897.718844891,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,17,0,0,5,0,,,,,,,,,,,,
1.909542,1785209897.718844891,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,17,0,0,5,0,,,,,,,,,,,,
1.997400,1785209897.833794117,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,18,0,0,5,0,,,,,,,,,,,,
2.086001,1785209897.945299864,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,19,0,0,5,0,,,,,,,,,,,,
2.174111,1785209898.057093143,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,20,0,0,5,0,,,,,,,,,,,,
2.262140,1785209898.057093143,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,20,0,0,5,0,,,,,,,,,,,,
2.354752,1785209898.170890093,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,21,0,0,5,0,,,,,,,,,,,,
2.442499,1785209898.282555819,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,22,0,0,5,0,,,,,,,,,,,,
2.530533,1785209898.393819809,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,23,0,0,5,0,,,,,,,,,,,,
2.618136,1785209898.508556128,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,24,0,0,5,0,,,,,,,,,,,,
2.706219,1785209898.508556128,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,24,0,0,5,0,,,,,,,,,,,,
2.795157,1785209898.620151997,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,25,0,0,5,0,,,,,,,,,,,,
2.887988,1785209898.734378099,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,26,0,0,5,0,,,,,,,,,,,,
2.974891,1785209898.845805168,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,27,0,0,5,0,,,,,,,,,,,,
3.061599,1785209898.957477808,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,28,0,0,5,0,,,,,,,,,,,,
3.150804,1785209898.957477808,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,28,0,0,5,0,,,,,,,,,,,,
3.238410,1785209899.072549105,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,29,0,0,5,0,,,,,,,,,,,,
3.327528,1785209899.182874918,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,30,0,0,5,0,,,,,,,,,,,,
3.419997,1785209899.294800997,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,31,0,0,5,0,,,,,,,,,,,,
3.507674,1785209899.409682035,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,32,0,0,5,0,,,,,,,,,,,,
3.596332,1785209899.409682035,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,32,0,0,5,0,,,,,,,,,,,,
3.684962,1785209899.520828962,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,33,0,0,5,0,,,,,,,,,,,,
3.773845,1785209899.635734081,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,34,0,0,5,0,,,,,,,,,,,,
3.862221,1785209899.746303082,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,35,0,0,5,0,,,,,,,,,,,,
3.955287,1785209899.857694864,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,36,0,0,5,0,,,,,,,,,,,,
4.043361,1785209899.857694864,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,36,0,0,5,0,,,,,,,,,,,,
4.131695,1785209899.972734928,idle,0,0,-25,press_SPACE_to_start,71,0,0,0,0,0,37,0,0,5,0,,,,,,,,,,,,
4.219980,1785209900.084197044,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,38,0,0,5,0,,,,,,,,,,,,
4.307855,1785209900.195598125,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,39,0,0,5,0,,,,,,,,,,,,
4.396560,1785209900.195598125,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,39,0,0,5,0,,,,,,,,,,,,
4.487179,1785209900.310343027,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,40,0,0,5,0,,,,,,,,,,,,
4.576430,1785209900.421196938,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,41,0,0,5,0,,,,,,,,,,,,
4.664925,1785209900.536175013,idle,0,0,-25,press_SPACE_to_start,78,0,0,0,0,0,42,0,0,5,0,,,,,,,,,,,,
4.753679,1785209900.646906853,idle,0,0,-25,press_SPACE_to_start,78,0,0,0,0,0,43,0,0,5,0,,,,,,,,,,,,
4.841962,1785209900.646906853,idle,0,0,-25,press_SPACE_to_start,78,0,0,0,0,0,43,0,0,5,0,,,,,,,,,,,,
4.930616,1785209900.758522034,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,44,0,0,5,0,,,,,,,,,,,,
5.024624,1785209900.872838974,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,45,0,0,5,0,,,,,,,,,,,,
5.112779,1785209900.984498024,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,46,0,0,5,0,,,,,,,,,,,,
5.201676,1785209901.095773935,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,47,0,0,5,0,,,,,,,,,,,,
5.290230,1785209901.095773935,idle,0,0,-25,press_SPACE_to_start,70,0,0,0,0,0,47,0,0,5,0,,,,,,,,,,,,
5.377557,1785209901.210870028,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,48,0,0,5,0,,,,,,,,,,,,
5.466269,1785209901.322381973,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,49,0,0,5,0,,,,,,,,,,,,
5.558896,1785209901.433595896,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,50,0,0,5,0,,,,,,,,,,,,
5.647305,1785209901.548249006,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,51,0,0,5,0,,,,,,,,,,,,
5.735610,1785209901.548249006,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,51,0,0,5,0,,,,,,,,,,,,
5.824569,1785209901.660036087,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,52,0,0,5,0,,,,,,,,,,,,
5.912394,1785209901.774031878,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,53,0,0,5,0,,,,,,,,,,,,
6.001351,1785209901.885969877,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,54,0,0,5,0,,,,,,,,,,,,
6.094536,1785209901.996302128,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,55,0,0,5,0,,,,,,,,,,,,
6.182369,1785209901.996302128,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,55,0,0,5,0,,,,,,,,,,,,
6.270327,1785209902.111679077,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,56,0,0,5,0,,,,,,,,,,,,
6.358792,1785209902.222770929,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,57,0,0,5,0,,,,,,,,,,,,
6.447449,1785209902.333872795,idle,0,0,-25,press_SPACE_to_start,71,0,0,0,0,0,58,0,0,5,0,,,,,,,,,,,,
6.536581,1785209902.333872795,idle,0,0,-25,press_SPACE_to_start,71,0,0,0,0,0,58,0,0,5,0,,,,,,,,,,,,
6.630120,1785209902.449326038,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,59,0,0,5,0,,,,,,,,,,,,
6.718381,1785209902.560735941,idle,0,0,-25,press_SPACE_to_start,77,0,0,0,0,0,60,0,0,5,0,,,,,,,,,,,,
6.805839,1785209902.674422026,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,61,0,0,5,0,,,,,,,,,,,,
6.894554,1785209902.785719156,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,62,0,0,5,0,,,,,,,,,,,,
6.983461,1785209902.785719156,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,62,0,0,5,0,,,,,,,,,,,,
7.072173,1785209902.897417068,idle,0,0,-25,press_SPACE_to_start,75,0,0,0,0,0,63,0,0,5,0,,,,,,,,,,,,
7.165682,1785209903.011761904,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,64,0,0,5,0,,,,,,,,,,,,
7.254011,1785209903.123558998,idle,0,0,-25,press_SPACE_to_start,72,0,0,0,0,0,65,0,0,5,0,,,,,,,,,,,,
7.341678,1785209903.234908819,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,66,0,0,5,0,,,,,,,,,,,,
7.429422,1785209903.234908819,idle,0,0,-25,press_SPACE_to_start,74,0,0,0,0,0,66,0,0,5,0,,,,,,,,,,,,
7.516954,1785209903.349004984,idle,0,0,-25,press_SPACE_to_start,73,0,0,0,0,0,67,0,0,5,0,,,,,,,,,,,,
7.605789,1785209903.461148977,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,68,0,0,5,0,,,,,,,,,,,,
7.698309,1785209903.575309992,idle,0,0,-25,press_SPACE_to_start,76,0,0,0,0,0,69,0,0,5,0,,,,,,,,,,,,
