elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles
0.000005,1785218568.734287977,idle,0,0,-29,press_SPACE_to_start,79,79,56,23,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.208480,1785218568.928505182,idle,0,0,-29,press_SPACE_to_start,82,82,57,25,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.301328,1785218569.040228128,idle,0,0,-29,press_SPACE_to_start,80,80,55,25,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.385753,1785218569.040228128,idle,0,0,-29,press_SPACE_to_start,80,80,55,25,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.471134,1785218569.154407978,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.522150,1785218569.265827179,idle,0,0,-29,press_SPACE_to_start,79,79,57,22,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.609284,1785218569.265827179,idle,0,0,-29,press_SPACE_to_start,79,79,57,22,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.694570,1785218569.376940012,idle,0,0,-29,press_SPACE_to_start,80,80,55,25,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.784860,1785218569.488747120,idle,0,0,-29,press_SPACE_to_start,76,76,55,21,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.871379,1785218569.599148989,idle,0,0,-29,press_SPACE_to_start,77,77,57,20,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
0.956877,1785218569.599148989,idle,0,0,-29,press_SPACE_to_start,77,77,57,20,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.044153,1785218569.711391926,idle,0,0,-29,press_SPACE_to_start,82,82,57,25,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.130609,1785218569.825709105,idle,0,0,-29,press_SPACE_to_start,74,74,53,21,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.217148,1785218569.937090158,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.308560,1785218570.048491001,idle,0,0,-29,press_SPACE_to_start,76,76,56,20,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.388670,1785218570.048491001,search_first_car,50,-29,-29,paper_search_first_vehicle,76,76,56,20,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.473664,1785218570.160140991,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,56,24,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.558268,1785218570.271246195,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,57,23,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.643202,1785218570.385817051,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,57,23,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.730071,1785218570.385817051,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,57,23,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.822328,1785218570.496791124,search_first_car,50,-29,-29,paper_search_first_vehicle,78,78,55,23,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.907354,1785218570.608886003,search_first_car,50,-29,-29,paper_search_first_vehicle,78,78,56,22,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
1.994197,1785218570.720156908,search_first_car,50,-29,-29,paper_search_first_vehicle,76,76,56,20,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.081382,1785218570.720156908,search_first_car,50,-29,-29,paper_search_first_vehicle,76,76,56,20,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.168455,1785218570.830653906,search_first_car,50,-29,-29,paper_search_first_vehicle,82,82,59,23,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.256682,1785218570.942832947,search_first_car,50,-29,-29,paper_search_first_vehicle,81,81,56,25,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.348071,1785218571.057103872,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,56,24,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.434616,1785218571.168623209,search_first_car,50,-29,-29,paper_search_first_vehicle,79,79,58,21,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.521628,1785218571.168623209,search_first_car,50,-29,-29,paper_search_first_vehicle,79,79,58,21,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.610141,1785218571.280302048,search_first_car,50,-29,-29,paper_search_first_vehicle,77,77,54,23,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.697106,1785218571.391252041,search_first_car,50,-29,-29,paper_search_first_vehicle,74,74,52,22,0,0,0,0,0,0,0,13,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.783875,1785218571.502464056,search_first_car,50,-29,-29,paper_search_first_vehicle,82,82,57,25,0,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.874921,1785218571.614284992,search_first_car,50,-29,-29,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
2.960990,1785218571.614284992,search_first_car,50,-29,-29,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.049437,1785218571.728770971,search_first_car,50,-29,-29,paper_search_first_vehicle,68,68,47,21,0,0,0,0,0,0,0,16,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.134771,1785218571.840086937,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,49,20,0,0,0,0,0,0,0,17,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.220102,1785218571.951374054,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,46,20,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.306527,1785218571.951374054,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,46,20,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.397384,1785218572.062815905,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,41,25,0,0,0,0,0,0,0,19,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.484671,1785218572.174313068,search_first_car,50,-29,-29,paper_search_first_vehicle,67,67,45,22,0,0,0,0,0,0,0,20,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.571828,1785218572.288573027,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,48,21,0,0,0,0,0,0,0,21,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.659587,1785218572.400064945,search_first_car,50,-29,-29,paper_search_first_vehicle,67,67,49,18,0,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.747348,1785218572.400064945,search_first_car,50,-29,-29,paper_search_first_vehicle,67,67,49,18,0,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.834903,1785218572.510715961,search_first_car,50,-29,-29,paper_search_first_vehicle,76,76,54,22,0,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
3.927513,1785218572.623180151,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,49,21,0,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.014156,1785218572.734193802,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,50,22,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.099694,1785218572.734193802,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,50,22,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.187197,1785218572.848325968,search_first_car,50,-29,-29,paper_search_first_vehicle,68,68,44,24,0,0,0,0,0,0,0,26,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.275202,1785218572.959941864,search_first_car,50,-29,-29,paper_search_first_vehicle,68,68,41,27,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.361462,1785218573.071444988,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,42,23,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.454063,1785218573.183010101,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,48,24,0,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.539867,1785218573.183010101,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,48,24,0,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.624526,1785218573.293989182,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,43,23,0,0,0,0,0,0,0,30,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.712837,1785218573.405768871,search_first_car,50,-29,-29,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.800202,1785218573.520208836,search_first_car,50,-29,-29,paper_search_first_vehicle,77,77,51,26,0,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.887467,1785218573.630887985,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,41,21,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
4.979628,1785218573.630887985,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,41,21,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.066866,1785218573.743113041,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,46,25,0,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.155683,1785218573.853981018,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,42,23,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.243407,1785218573.965595961,search_first_car,50,-29,-29,paper_search_first_vehicle,61,61,40,21,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.330101,1785218573.965595961,search_first_car,50,-29,-29,paper_search_first_vehicle,61,61,40,21,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.417281,1785218574.079593897,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,42,22,0,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.507707,1785218574.190999031,search_first_car,50,-29,-29,paper_search_first_vehicle,53,53,33,20,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.594500,1785218574.303197861,search_first_car,50,-29,-29,paper_search_first_vehicle,47,47,28,19,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.682618,1785218574.414258003,search_first_car,50,-29,-29,paper_search_first_vehicle,49,49,27,22,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.769305,1785218574.414258003,search_first_car,50,-29,-29,paper_search_first_vehicle,49,49,27,22,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.857352,1785218574.528290987,search_first_car,50,-29,-29,paper_search_first_vehicle,46,46,25,21,0,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
5.944622,1785218574.639952898,search_first_car,50,-29,-29,paper_search_first_vehicle,40,40,23,17,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.035381,1785218574.751439095,search_first_car,50,-29,-29,paper_search_first_vehicle,45,45,25,20,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.122572,1785218574.862936020,search_first_car,50,-29,-29,paper_search_first_vehicle,46,46,25,21,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.209871,1785218574.862936020,search_first_car,50,-29,-29,paper_search_first_vehicle,46,46,25,21,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.296075,1785218574.973980904,search_first_car,50,-29,-29,paper_search_first_vehicle,47,47,24,23,0,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.384386,1785218575.086356878,search_first_car,50,-29,-29,paper_search_first_vehicle,51,51,28,23,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.471133,1785218575.199858904,search_first_car,50,-29,-29,paper_search_first_vehicle,44,44,21,23,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.563422,1785218575.199858904,search_first_car,50,-29,-29,paper_search_first_vehicle,44,44,21,23,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.651473,1785218575.311718941,search_first_car,50,-29,-29,paper_search_first_vehicle,42,42,22,20,0,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.737948,1785218575.422463894,search_first_car,50,-29,-29,paper_search_first_vehicle,47,47,25,22,0,0,0,0,0,0,0,49,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.823765,1785218575.534532070,search_first_car,50,-29,-29,paper_search_first_vehicle,41,41,19,22,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.911348,1785218575.645362854,search_first_car,50,-29,-29,paper_search_first_vehicle,42,42,21,21,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
6.996716,1785218575.645362854,search_first_car,50,-29,-29,paper_search_first_vehicle,42,42,21,21,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.088410,1785218575.757551193,search_first_car,50,-29,-29,paper_search_first_vehicle,40,40,20,20,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.175734,1785218575.871732950,search_first_car,50,-29,-29,paper_search_first_vehicle,39,39,20,19,0,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.262849,1785218575.982711077,search_first_car,50,-29,-29,paper_search_first_vehicle,40,40,19,21,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.349815,1785218576.093990803,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,15,20,0,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.436654,1785218576.093990803,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,15,20,0,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.523945,1785218576.206068993,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,15,20,0,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.611729,1785218576.316530943,search_first_car,50,-29,-29,paper_search_first_vehicle,34,34,15,19,0,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.698153,1785218576.431571960,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,14,21,0,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.785768,1785218576.431571960,search_first_car,50,-29,-29,paper_search_first_vehicle,35,35,14,21,0,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.873277,1785218576.542747974,search_first_car,50,-29,-29,paper_search_first_vehicle,33,33,15,18,0,0,0,0,0,0,0,59,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
7.959365,1785218576.653950930,search_first_car,50,-29,-29,paper_search_first_vehicle,34,34,15,19,0,0,0,0,0,0,0,60,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
8.046972,1785218576.765089989,search_first_car,50,-29,-29,paper_search_first_vehicle,32,32,9,23,0,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
8.137073,1785218576.877413034,search_first_car,50,-29,-29,paper_search_first_vehicle,31,31,14,17,0,0,0,0,0,0,0,62,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
8.221918,1785218576.877413034,search_first_car,50,-29,-29,paper_search_first_vehicle,31,31,14,17,0,0,0,0,0,0,0,62,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
8.309994,1785218576.991796017,search_first_car,50,-29,-29,paper_search_first_vehicle,30,30,12,18,0,0,0,0,0,0,0,63,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
8.395610,1785218577.103795052,search_first_car,50,-29,-29,paper_search_first_vehicle,31,31,11,20,0,0,0,0,0,0,0,64,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
