elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000004,1785211655.119019985,idle,0,0,-30,press_SPACE_to_start,77,77,54,23,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,
0.166993,1785211655.340322018,idle,0,0,-30,press_SPACE_to_start,74,74,51,23,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,
0.217799,1785211655.340322018,idle,0,0,-30,press_SPACE_to_start,74,74,51,23,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,
0.308535,1785211655.454766989,idle,0,0,-30,press_SPACE_to_start,73,73,52,21,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,,,,,,,
0.393490,1785211655.566442966,idle,0,0,-30,press_SPACE_to_start,80,80,54,26,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,,,,,,,
0.494041,1785211655.679877996,idle,0,0,-30,press_SPACE_to_start,77,77,52,25,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,,,,,,,
0.578699,1785211655.679877996,idle,0,0,-30,press_SPACE_to_start,77,77,52,25,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,,,,,,,
0.665805,1785211655.792324066,idle,0,0,-30,press_SPACE_to_start,77,77,51,26,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,,,,,,,
0.757012,1785211655.903541088,idle,0,0,-30,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,,,,,,,
0.843357,1785211656.015466928,idle,0,0,-30,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,,,,,,,
0.930841,1785211656.015466928,idle,0,0,-30,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,,,,,,,
1.018822,1785211656.129091978,idle,0,0,-30,press_SPACE_to_start,73,73,50,23,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,,,,,,,
