elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000004,1785211274.362234116,idle,0,0,-25,press_SPACE_to_start,79,79,53,26,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,
0.173103,1785211274.463542938,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,
0.267085,1785211274.578711033,idle,0,0,-25,press_SPACE_to_start,77,77,52,25,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,,,,,,,
0.355419,1785211274.689988136,idle,0,0,-25,press_SPACE_to_start,73,73,52,21,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,,,,,,,
0.442635,1785211274.800873041,idle,0,0,-25,press_SPACE_to_start,75,75,53,22,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,,,,,,,
0.497767,1785211274.800873041,idle,0,0,-25,press_SPACE_to_start,75,75,53,22,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,,,,,,,
0.581094,1785211274.915791988,idle,0,0,-25,press_SPACE_to_start,76,76,51,25,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,,,,,,,
0.668955,1785211275.027042150,idle,0,0,-25,press_SPACE_to_start,78,78,53,25,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,,,,,,,
0.760675,1785211275.027042150,idle,0,0,-25,press_SPACE_to_start,78,78,53,25,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,,,,,,,
0.848339,1785211275.137902021,idle,0,0,-25,press_SPACE_to_start,76,76,50,26,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,,,,,,,
0.936132,1785211275.252611160,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,,,,,,,
1.022625,1785211275.364253998,idle,0,0,-25,press_SPACE_to_start,74,74,50,24,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,,,,,,,
