elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000009,1785251128.801603079,idle,0,0,-28,press_SPACE_to_start,28,28,16,12,1,0,0,0,0,0,,0,1,0,1,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,83.800519,10,518.976133,2019.819734,,0,,,83.800519,,,0,0,0,0,
0.213301,1785251128.984375954,idle,0,0,-28,press_SPACE_to_start,28,28,15,13,1,0,0,0,0,0,,0,2,0,1,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,83.917872,9,518.243656,1212.756388,,0,,,83.917872,,,0,0,0,0,
0.306555,1785251129.099263906,idle,0,0,-28,press_SPACE_to_start,33,33,19,14,2,1,0,0,0,0,,0,3,0,1,0,3,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,82.609071,10,541.374310,286.366640,,0,,,82.609071,,,0,0,0,0,
0.392201,1785251129.099263906,idle,0,0,-28,press_SPACE_to_start,33,33,19,14,2,1,0,0,0,0,,0,3,0,1,0,3,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,82.609071,10,541.374310,286.366640,,0,,,82.609071,,,0,0,0,0,
0.478619,1785251129.210383892,idle,0,0,-28,press_SPACE_to_start,28,28,14,14,2,1,0,0,0,0,,0,4,0,1,0,4,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,84.935737,8,448.274165,18259.070483,,0,,,84.935737,,,0,0,0,0,
0.529037,1785251129.325413942,idle,0,0,-28,press_SPACE_to_start,26,26,15,11,2,1,0,0,0,0,,0,5,0,1,0,5,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,84.067991,10,519.634549,2152.352514,,0,,,84.067991,,,0,0,0,0,
0.615677,1785251129.325413942,idle,0,0,-28,press_SPACE_to_start,26,26,15,11,2,1,0,0,0,0,,0,5,0,1,0,5,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,84.067991,10,519.634549,2152.352514,,0,,,84.067991,,,0,0,0,0,
0.702379,1785251129.436352968,idle,0,0,-28,press_SPACE_to_start,31,31,17,14,2,1,0,0,0,0,,0,6,0,1,0,5,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,82.547791,11,540.805091,304.121044,,0,,,82.547791,,,0,0,0,0,
0.793669,1785251129.551015854,idle,0,0,-28,press_SPACE_to_start,31,31,15,16,3,2,0,0,0,0,,0,7,0,1,0,5,1,-39.000000,45.953125,3.476562,1106.500000,2001.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,83.883408,10,517.966318,753.052757,,0,,,83.883408,,,0,0,0,0,
0.881373,1785251129.661654949,idle,0,0,-28,press_SPACE_to_start,30,30,16,14,3,2,0,0,0,0,,0,8,0,1,0,5,1,-39.046875,46.062500,3.507812,1106.750000,1999.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,82.512734,11,540.870828,312.328686,,0,,,82.512734,,,0,0,0,0,
0.968397,1785251129.777285099,idle,0,0,-28,press_SPACE_to_start,30,30,15,15,3,2,0,0,0,0,,0,9,0,1,0,5,1,-39.046875,46.062500,3.507812,1106.750000,1999.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,84.123302,10,517.471964,1357.266747,,0,,,84.123302,,,0,0,0,0,
1.054014,1785251129.777285099,idle,0,0,-28,press_SPACE_to_start,30,30,15,15,3,2,0,0,0,0,,0,9,0,1,0,5,1,-39.046875,46.062500,3.507812,1106.750000,1999.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,84.123302,10,517.471964,1357.266747,,0,,,84.123302,,,0,0,0,0,
