elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,valid_points,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_near,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000004,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.224479,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.275215,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.362012,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.445139,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.537482,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.623842,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.709097,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.799476,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.884931,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
0.972573,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
1.060439,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
1.149170,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
1.237988,1785205643.991075039,idle,0,0,-20,press_SPACE_to_start_straight_only,41,0,0,1,3,1,0,0,0,0,,,,,,,,,,,1242.000000,
1.330754,1785205645.350177050,idle,0,0,-20,press_SPACE_to_start_straight_only,43,0,1,1,3,2,0,1,0,0,,,,,,,,,,,1238.250000,
1.418469,1785205645.464482069,idle,0,0,-20,press_SPACE_to_start_straight_only,43,0,1,0,0,0,1,1,0,0,,,,,,,,,,,1246.750000,
1.506732,1785205645.575826883,idle,0,0,-20,press_SPACE_to_start_straight_only,40,0,1,0,0,0,2,1,0,0,,,,,,,,,,,1229.500000,
1.593807,1785205645.575826883,idle,0,0,-20,press_SPACE_to_start_straight_only,40,0,1,0,0,0,2,1,0,0,,,,,,,,,,,1229.500000,
1.682344,1785205645.689965963,idle,0,0,-20,press_SPACE_to_start_straight_only,43,0,0,0,0,0,3,1,0,0,,,,,,,,,,,1234.250000,
1.771532,1785205645.801693916,idle,0,0,-20,press_SPACE_to_start_straight_only,45,0,0,0,0,0,4,1,0,0,,,,,,,,,,,1238.500000,
1.864520,1785205645.916602135,idle,0,0,-20,press_SPACE_to_start_straight_only,42,0,0,1,4,1,0,1,0,0,,,,,,,,,,,1243.000000,
1.952373,1785205646.027762890,idle,0,0,-20,press_SPACE_to_start_straight_only,40,0,1,1,3,2,0,2,0,0,,,,,,,,,,,1246.500000,
2.039911,1785205646.027762890,idle,0,0,-20,press_SPACE_to_start_straight_only,40,0,1,1,3,2,0,2,0,0,,,,,,,,,,,1246.500000,
2.124630,1785205646.142320156,idle,0,0,-20,press_SPACE_to_start_straight_only,39,0,1,0,0,0,1,2,0,0,,,,,,,,,,,1236.750000,
2.213312,1785205646.256676197,idle,0,0,-20,press_SPACE_to_start_straight_only,37,0,1,0,0,0,2,2,0,0,,,,,,,,,,,1242.500000,
2.301578,1785205646.367714167,idle,0,0,-20,press_SPACE_to_start_straight_only,38,0,0,0,0,0,3,2,0,0,,,,,,,,,,,1237.500000,
