elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,valid_points,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_near,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000009,1785205466.299781084,idle,0,0,-20,press_SPACE_to_start_straight_only,57,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
0.166068,1785205466.413372993,idle,0,0,-20,press_SPACE_to_start_straight_only,58,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,
0.259983,1785205466.524544001,idle,0,0,-20,press_SPACE_to_start_straight_only,62,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,
0.345187,1785205466.639081955,idle,0,0,-20,press_SPACE_to_start_straight_only,64,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,
0.432094,1785205466.639081955,idle,0,0,-20,press_SPACE_to_start_straight_only,64,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,
0.482650,1785205466.753758907,idle,0,0,-20,press_SPACE_to_start_straight_only,64,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,
0.567801,1785205466.865059137,idle,0,0,-20,press_SPACE_to_start_straight_only,56,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,
0.654614,1785205466.865059137,idle,0,0,-20,press_SPACE_to_start_straight_only,56,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,
0.744885,1785205466.979872942,idle,0,0,-20,press_SPACE_to_start_straight_only,65,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,
0.832022,1785205467.094745159,idle,0,0,-20,press_SPACE_to_start_straight_only,61,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,
0.918852,1785205467.205686092,idle,0,0,-20,press_SPACE_to_start_straight_only,61,0,0,0,0,0,9,0,0,0,,,,,,,,,,,,
1.004288,1785205467.205686092,idle,0,0,-20,press_SPACE_to_start_straight_only,61,0,0,0,0,0,9,0,0,0,,,,,,,,,,,,
1.092355,1785205467.320377111,idle,0,0,-20,press_SPACE_to_start_straight_only,67,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,
1.180968,1785205467.431833029,idle,0,0,-20,press_SPACE_to_start_straight_only,60,0,0,0,0,0,11,0,0,0,,,,,,,,,,,,
1.274168,1785205467.545989037,idle,0,0,-20,press_SPACE_to_start_straight_only,64,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,
1.361656,1785205467.660786867,idle,0,0,-20,press_SPACE_to_start_straight_only,58,0,0,0,0,0,13,0,0,0,,,,,,,,,,,,
1.449958,1785205467.660786867,idle,0,0,-20,press_SPACE_to_start_straight_only,58,0,0,0,0,0,13,0,0,0,,,,,,,,,,,,
1.537054,1785205467.772629976,idle,0,0,-20,press_SPACE_to_start_straight_only,69,0,0,0,0,0,14,0,0,0,,,,,,,,,,,,
1.624968,1785205467.887151003,idle,0,0,-20,press_SPACE_to_start_straight_only,63,0,0,0,0,0,15,0,0,0,,,,,,,,,,,,
1.713315,1785205467.998501778,idle,0,0,-20,press_SPACE_to_start_straight_only,66,0,0,0,0,0,16,0,0,0,,,,,,,,,,,,
1.797305,1785205467.998501778,search_first_car,50,-20,-20,straight_only_lidar_observation,66,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
1.884844,1785205468.113008976,search_first_car,50,-20,-20,straight_only_lidar_observation,63,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,
