elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,valid_points,detected_vehicle_count,right_vehicle,is_near,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
0.000021,1785203764.791164875,idle,0,0,0,press_SPACE_to_start,52,0,0,1,1,-2.187500,6.062500,1.937500,276.250000,237.750000,,,,,,,
0.269697,1785203765.019986868,idle,0,0,0,press_SPACE_to_start,53,0,0,1,1,-1.312500,4.281250,1.484375,277.000000,237.500000,,,,,,,
0.355545,1785203765.134332895,idle,0,0,0,press_SPACE_to_start,49,0,0,1,1,-1.578125,4.078125,1.250000,277.250000,238.750000,,,,,,,
0.436099,1785203765.134332895,idle,0,0,0,press_SPACE_to_start,49,0,0,1,1,-1.578125,4.078125,1.250000,277.250000,238.750000,,,,,,,
0.518028,1785203765.249283075,idle,0,0,0,press_SPACE_to_start,44,0,0,1,1,-2.406250,5.453125,1.523438,277.250000,239.000000,,,,,,,
0.610490,1785203765.363956928,idle,0,0,0,press_SPACE_to_start,43,0,0,1,1,-2.562500,5.390625,1.414062,277.500000,239.000000,,,,,,,
0.692964,1785203765.478063107,idle,0,0,0,press_SPACE_to_start,50,0,0,1,1,-2.515625,5.937500,1.710938,277.250000,239.000000,,,,,,,
0.775198,1785203765.478063107,idle,0,0,0,press_SPACE_to_start,50,0,0,1,1,-2.515625,5.937500,1.710938,277.250000,239.000000,,,,,,,
0.859194,1785203765.593055010,idle,0,0,0,press_SPACE_to_start,54,0,0,1,1,-2.984375,6.671875,1.843750,277.250000,239.000000,,,,,,,
0.942964,1785203765.707127094,idle,0,0,0,press_SPACE_to_start,49,0,0,1,1,-0.593750,6.296875,2.851562,278.250000,240.250000,,,,,,,
1.027371,1785203765.821907997,idle,0,0,0,press_SPACE_to_start,52,0,0,1,1,-1.515625,4.609375,1.546875,276.750000,237.500000,,,,,,,
1.104977,1785203765.821907997,search_first_car,80,0,0,paper_search_first_vehicle,52,0,0,1,1,-1.515625,4.609375,1.546875,276.750000,237.500000,,,,,,,
1.189073,1785203765.936480045,search_first_car,80,0,0,paper_search_first_vehicle,52,0,0,1,1,-1.281250,4.640625,1.679688,279.750000,240.000000,,,,,,,
1.273579,1785203766.051438093,search_first_car,80,0,0,paper_search_first_vehicle,49,0,0,1,1,-1.843750,6.953125,2.554688,283.750000,247.000000,,,,,,,
1.357039,1785203766.165966034,search_first_car,80,0,0,paper_search_first_vehicle,51,0,0,1,1,-1.125000,6.375000,2.625000,309.000000,269.500000,,,,,,,
