elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
1.589013,1785219426.116331100,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.674935,1785219426.227995872,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,47,23,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.763315,1785219426.338762045,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,2,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.855894,1785219426.450525045,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,48,24,2,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.944356,1785219426.565165997,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,56,24,2,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.035426,1785219426.565165997,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,56,24,2,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.125848,1785219426.676650047,search_first_car,50,-29,-29,paper_search_first_vehicle,73,73,50,23,1,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.216743,1785219426.787654877,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,49,21,3,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.306551,1785219426.899245977,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,47,22,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.399719,1785219427.010564089,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.488287,1785219427.010564089,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.577980,1785219427.124783039,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,48,23,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.667094,1785219427.236799955,search_first_car,50,-29,-29,paper_search_first_vehicle,74,74,49,25,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.756626,1785219427.347687960,search_first_car,50,-29,-29,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.846896,1785219427.458795071,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,47,24,0,0,0,0,0,0,0,13,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
2.941117,1785219427.570261002,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,47,24,1,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.030096,1785219427.570261002,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,47,24,1,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.120285,1785219427.684742928,search_first_car,50,-29,-29,paper_search_first_vehicle,67,67,46,21,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.210720,1785219427.796738148,search_first_car,50,-29,-29,paper_search_first_vehicle,63,63,44,19,0,0,0,0,0,0,0,16,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.299824,1785219427.907811165,search_first_car,50,-29,-29,paper_search_first_vehicle,61,61,39,22,0,0,0,0,0,0,0,17,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.390212,1785219428.019205093,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,46,25,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.484222,1785219428.019205093,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,46,25,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.572702,1785219428.131131887,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,42,22,0,0,0,0,0,0,0,19,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.662549,1785219428.245489836,search_first_car,50,-29,-29,paper_search_first_vehicle,68,68,46,22,0,0,0,0,0,0,0,20,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.752600,1785219428.356597900,search_first_car,50,-29,-29,paper_search_first_vehicle,71,71,50,21,7,0,0,0,0,0,0,21,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.838656,1785219428.468442202,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,11,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
3.926870,1785219428.468442202,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,11,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.016520,1785219428.578586102,search_first_car,50,-29,-29,paper_search_first_vehicle,75,75,53,22,11,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.103290,1785219428.691148043,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,51,21,7,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.190984,1785219428.802286148,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,50,22,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.278691,1785219428.802286148,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,50,22,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.366413,1785219428.916342020,search_first_car,50,-29,-29,paper_search_first_vehicle,72,72,49,23,0,0,0,0,0,0,0,26,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.452994,1785219429.027674198,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,46,23,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.544981,1785219429.139266014,search_first_car,50,-29,-29,paper_search_first_vehicle,75,75,53,22,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.632389,1785219429.251109123,search_first_car,50,-29,-29,paper_search_first_vehicle,81,81,59,22,1,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.720279,1785219429.251109123,search_first_car,50,-29,-29,paper_search_first_vehicle,81,81,59,22,1,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.807084,1785219429.362365007,search_first_car,50,-29,-29,paper_search_first_vehicle,78,78,56,22,1,0,0,0,0,0,0,30,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.894365,1785219429.476585865,search_first_car,50,-29,-29,paper_search_first_vehicle,76,76,54,22,1,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
4.981421,1785219429.587584019,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,58,22,1,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.073329,1785219429.699277163,search_first_car,50,-29,-29,paper_search_first_vehicle,77,77,55,22,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.160640,1785219429.699277163,search_first_car,50,-29,-29,paper_search_first_vehicle,77,77,55,22,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.247777,1785219429.810621977,search_first_car,50,-29,-29,paper_search_first_vehicle,80,80,58,22,0,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.336580,1785219429.921905994,search_first_car,50,-29,-29,paper_search_first_vehicle,74,74,54,20,1,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.423216,1785219430.036912203,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,45,20,1,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.510309,1785219430.036912203,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,45,20,1,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.603012,1785219430.148133039,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,44,20,0,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.690592,1785219430.259856939,search_first_car,50,-29,-29,paper_search_first_vehicle,60,60,39,21,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.776457,1785219430.370906115,search_first_car,50,-29,-29,paper_search_first_vehicle,62,62,40,22,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.862531,1785219430.482142925,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,39,25,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
5.949856,1785219430.482142925,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,39,25,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.035972,1785219430.596746922,search_first_car,50,-29,-29,paper_search_first_vehicle,64,64,41,23,2,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.127622,1785219430.708378792,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,42,24,1,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.214969,1785219430.819335938,search_first_car,50,-29,-29,paper_search_first_vehicle,56,56,31,25,1,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.302351,1785219430.930947065,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,42,23,1,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.385060,1785219430.930947065,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,42,23,1,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.468517,1785219431.042040110,search_first_car,50,-29,-29,paper_search_first_vehicle,56,56,38,18,1,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.555161,1785219431.154018164,search_first_car,50,-29,-29,paper_search_first_vehicle,65,65,43,22,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.648131,1785219431.268577099,search_first_car,50,-29,-29,paper_search_first_vehicle,63,63,45,18,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.735784,1785219431.268577099,search_first_car,50,-29,-29,paper_search_first_vehicle,63,63,45,18,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.823736,1785219431.380067110,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,50,19,0,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.910059,1785219431.491089821,search_first_car,50,-29,-29,paper_search_first_vehicle,69,69,49,20,0,0,0,0,0,0,0,49,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
6.993880,1785219431.601797819,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,50,20,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.082388,1785219431.601797819,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,50,20,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.173314,1785219431.716346025,search_first_car,50,-29,-29,paper_search_first_vehicle,70,70,48,22,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.261000,1785219431.828119040,search_first_car,50,-29,-29,paper_search_first_vehicle,61,61,42,19,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.346684,1785219431.941434860,search_first_car,50,-29,-29,paper_search_first_vehicle,66,66,45,21,0,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.434429,1785219432.050982952,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,38,20,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.521879,1785219432.050982952,search_first_car,50,-29,-29,paper_search_first_vehicle,58,58,38,20,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.610123,1785219432.162612915,search_first_car,50,-29,-29,paper_search_first_vehicle,56,56,36,20,0,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.701717,1785219432.273410082,search_first_car,50,-29,-29,paper_search_first_vehicle,56,56,38,18,0,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
7.787552,1785219432.387749910,search_first_car,50,-29,-29,paper_search_first_vehicle,52,52,33,19,0,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
