elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000004,1785223967.873075962,idle,0,0,-25,press_SPACE_to_start,70,70,41,29,1,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.060721,23,232.275159,4721.014789,,0,,,81.060721,,,0,0,0,0,
0.201516,1785223968.098181963,idle,0,0,-25,press_SPACE_to_start,70,70,40,30,1,0,0,0,0,0,0,2,0,1,1,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.034694,23,229.797037,4631.060381,,0,,,79.034694,,,0,0,0,0,
0.296621,1785223968.209964991,idle,0,0,-25,press_SPACE_to_start,70,70,41,29,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.016910,24,242.904923,5173.109565,,0,,,80.016910,,,0,0,0,0,
0.389709,1785223968.209964991,idle,0,0,-25,press_SPACE_to_start,70,70,41,29,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.016910,24,242.904923,5173.109565,,0,,,80.016910,,,0,0,0,0,
0.485925,1785223968.324734926,idle,0,0,-25,press_SPACE_to_start,69,69,41,28,1,0,0,0,0,0,0,4,0,1,1,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.381311,23,247.274333,4909.698359,,0,,,81.381311,,,0,0,0,0,
0.536606,1785223968.435749054,idle,0,0,-25,press_SPACE_to_start,64,64,40,24,1,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.218494,22,247.072824,4779.017749,,0,,,81.218494,,,0,0,0,0,
0.587495,1785223968.435749054,idle,0,0,-25,press_SPACE_to_start,64,64,40,24,1,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.218494,22,247.072824,4779.017749,,0,,,81.218494,,,0,0,0,0,
0.638506,1785223968.550312996,idle,0,0,-25,press_SPACE_to_start,65,65,41,24,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.553203,22,232.290626,4714.732768,82.738919,8,110.248441,1163.803423,81.934834,,,0,0,0,0,
0.689513,1785223968.550312996,idle,0,0,-25,press_SPACE_to_start,65,65,41,24,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,81.553203,22,232.290626,4714.732768,82.738919,8,110.248441,1163.803423,81.934834,,,0,0,0,0,
0.739802,1785223968.661587000,idle,0,0,-25,press_SPACE_to_start,60,60,39,21,1,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.292404,23,256.884658,5617.943488,,0,,,80.292404,,,0,0,0,0,
