elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000009,1785222396.503937006,idle,0,0,-32,press_SPACE_to_start,76,76,44,32,2,1,0,0,0,0,0,1,0,1,1,1,1,-58.140625,60.484375,1.171875,270.000000,200.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,238.750000,206.000000,,,,,0,12.475581,9,100.598904,24.431415,,0,,,12.475581,,,0,0,0,0,
0.207465,1785222396.674907923,idle,0,0,-32,press_SPACE_to_start,83,83,47,36,2,1,0,0,0,0,0,2,0,1,1,2,1,-58.140625,59.359375,0.609375,270.000000,191.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,205.000000,198.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.301339,1785222396.785775185,idle,0,0,-32,press_SPACE_to_start,75,75,45,30,2,1,0,0,0,0,0,3,0,1,1,3,1,-58.140625,59.359375,0.609375,270.000000,191.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,230.750000,201.250000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.385911,1785222396.898087978,idle,0,0,-32,press_SPACE_to_start,81,81,47,34,2,1,0,0,0,0,0,4,0,1,1,4,1,-58.140625,58.703125,0.281250,270.000000,174.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,246.750000,206.250000,,,,,0,45.651884,10,100.043234,10.906792,,0,,,45.651884,,,0,0,0,0,
0.473535,1785222396.898087978,idle,0,0,-32,press_SPACE_to_start,81,81,47,34,2,1,0,0,0,0,0,4,0,1,1,4,1,-58.140625,58.703125,0.281250,270.000000,174.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,246.750000,206.250000,,,,,0,45.651884,10,100.043234,10.906792,,0,,,45.651884,,,0,0,0,0,
0.524451,1785222397.008990049,idle,0,0,-32,press_SPACE_to_start,80,80,49,31,2,1,0,0,0,0,0,5,0,1,1,5,1,-58.140625,57.125000,-0.507812,270.000000,164.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,261.000000,216.750000,,,,,0,43.721393,12,110.601211,22.730178,-57.700996,10,113.072868,18.417861,43.721393,,,0,0,0,0,
0.611401,1785222397.120773792,idle,0,0,-32,press_SPACE_to_start,70,70,45,25,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,276.250000,,,,,,0,43.206171,10,117.730986,34.548721,,0,,,43.206171,,,0,0,0,0,
0.701490,1785222397.120773792,idle,0,0,-32,press_SPACE_to_start,70,70,45,25,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,276.250000,,,,,,0,43.206171,10,117.730986,34.548721,,0,,,43.206171,,,0,0,0,0,
0.795609,1785222397.231567144,idle,0,0,-32,press_SPACE_to_start,61,61,46,15,1,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,324.750000,,,,,,0,42.007963,9,107.101850,51.798506,,0,,,42.007963,,,0,0,0,0,
0.880049,1785222397.342671156,search_first_car,50,-32,-32,paper_search_first_vehicle,58,58,39,19,1,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,337.500000,,,,,,0,35.381178,9,113.550209,62.917824,,0,,,35.381178,,,0,0,0,0,
0.965855,1785222397.454479218,search_first_car,50,-32,-32,paper_search_first_vehicle,65,65,43,22,1,0,0,0,0,0,0,2,0,1,1,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,347.000000,,,,,,0,75.834956,14,192.484234,24.934304,,0,,,75.834956,,,0,0,0,0,
1.052978,1785222397.568987846,search_first_car,50,-32,-32,paper_search_first_vehicle,80,80,55,25,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,346.250000,,,,,,0,9.711847,12,114.852587,36.195772,,0,,,9.711847,,,0,0,0,0,
1.141733,1785222397.568987846,search_first_car,50,-32,-32,paper_search_first_vehicle,80,80,55,25,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,346.250000,,,,,,0,9.711847,12,114.852587,36.195772,,0,,,9.711847,,,0,0,0,0,
1.229759,1785222397.680346966,search_first_car,50,-32,-32,paper_search_first_vehicle,67,67,42,25,2,0,0,0,0,0,0,4,0,1,1,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,374.000000,,,,,,0,62.632023,5,150.622045,60.575016,,0,,,62.632023,,,0,0,0,0,
1.322351,1785222397.791365862,search_first_car,50,-32,-32,paper_search_first_vehicle,66,66,40,26,3,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,500.000000,,,,,,0,42.871927,11,358.698213,50.341177,,0,,,42.871927,,,0,0,0,0,
1.409012,1785222397.902760983,search_first_car,50,-32,-32,paper_search_first_vehicle,66,66,44,22,4,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,746.000000,,,,,,0,9.480363,6,109.902741,135.451954,,0,,,9.480363,,,0,0,0,0,
1.494775,1785222397.902760983,search_first_car,50,-32,-32,paper_search_first_vehicle,66,66,44,22,4,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,746.000000,,,,,,0,9.480363,6,109.902741,135.451954,,0,,,9.480363,,,0,0,0,0,
1.582532,1785222398.014081955,search_first_car,50,-32,-32,paper_search_first_vehicle,72,72,47,25,7,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,564.500000,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.669552,1785222398.126090050,search_first_car,50,-32,-32,paper_search_first_vehicle,76,76,50,26,6,0,0,0,0,0,0,8,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,778.500000,,,,,,0,3.711019,5,193.175641,6.489069,,0,,,3.711019,,,0,0,0,0,
1.757522,1785222398.237251997,search_first_car,50,-32,-32,paper_search_first_vehicle,79,79,51,28,5,0,0,0,0,0,0,9,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,785.500000,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
1.849611,1785222398.351596117,search_first_car,50,-32,-32,paper_search_first_vehicle,73,73,54,19,2,0,0,0,0,0,0,10,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,802.250000,,,,,,0,28.892167,6,142.842958,22.233914,,0,,,28.892167,,,0,0,0,0,
1.936079,1785222398.351596117,search_first_car,50,-32,-32,paper_search_first_vehicle,73,73,54,19,2,0,0,0,0,0,0,10,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,802.250000,,,,,,0,28.892167,6,142.842958,22.233914,,0,,,28.892167,,,0,0,0,0,
2.024279,1785222398.462789774,search_first_car,50,-32,-32,paper_search_first_vehicle,73,73,53,20,1,0,0,0,0,0,0,11,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,831.750000,,,,,,0,37.540881,5,130.193769,23.683541,,0,,,37.540881,,,0,0,0,0,
2.112531,1785222398.574721098,search_first_car,50,-32,-32,paper_search_first_vehicle,75,75,52,23,1,0,0,0,0,0,0,12,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,896.750000,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
