elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000006,1785222872.333647013,idle,0,0,-30,press_SPACE_to_start,75,75,57,18,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.193187,1785222872.556266069,idle,0,0,-30,press_SPACE_to_start,76,76,55,21,1,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.288045,1785222872.667653799,idle,0,0,-30,press_SPACE_to_start,80,80,57,23,2,1,0,0,0,0,0,3,0,0,0,3,1,-20.875000,31.406250,5.265625,3172.250000,2884.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.375872,1785222872.667653799,idle,0,0,-30,press_SPACE_to_start,80,80,57,23,2,1,0,0,0,0,0,3,0,0,0,3,1,-20.875000,31.406250,5.265625,3172.250000,2884.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.464178,1785222872.781697989,idle,0,0,-30,press_SPACE_to_start,78,78,56,22,2,1,0,0,0,0,0,4,0,0,0,4,1,-20.546875,31.406250,5.429688,3164.250000,2884.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.515200,1785222872.890702009,idle,0,0,-30,press_SPACE_to_start,72,72,53,19,2,1,0,0,0,0,0,5,0,0,0,5,1,-20.546875,31.406250,5.429688,3164.250000,2884.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.602791,1785222872.890702009,idle,0,0,-30,press_SPACE_to_start,72,72,53,19,2,1,0,0,0,0,0,5,0,0,0,5,1,-20.546875,31.406250,5.429688,3164.250000,2884.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.692459,1785222873.004538059,idle,0,0,-30,press_SPACE_to_start,74,74,53,21,2,1,0,0,0,0,0,6,0,0,0,5,1,-20.546875,31.734375,5.593750,3164.250000,3061.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.786997,1785222873.115617037,idle,0,0,-30,press_SPACE_to_start,72,72,53,19,2,1,0,0,0,0,0,7,0,0,0,5,1,-20.546875,30.218750,4.835938,3164.250000,3067.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.877353,1785222873.227550983,idle,0,0,-30,press_SPACE_to_start,74,74,54,20,2,1,0,0,0,0,0,8,0,0,0,5,1,-20.546875,31.734375,5.593750,3164.250000,3061.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.965906,1785222873.338921070,idle,0,0,-30,press_SPACE_to_start,75,75,54,21,2,1,0,0,0,0,0,9,0,0,0,5,1,-20.781250,31.734375,5.476562,3171.750000,3061.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0,0,0,
