elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000008,1785253291.341485023,idle,0,0,-28,press_SPACE_to_start,33,33,9,24,3,2,0,0,1,4,408.771044,1,0,0,0,0,1,1,2.250000,60.750000,31.500000,1547.000000,1341.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1563.500000,,515.873844,,,,,0,,0,,,-63.281722,8,492.675213,162.295512,-63.281722,,,0,0,0,0,
0.192238,1785253291.441128016,idle,0,0,-28,press_SPACE_to_start,34,34,8,26,3,2,0,1,1,4,414.662332,2,0,1,0,0,2,1,2.250000,60.546875,31.398438,1547.000000,1346.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1560.500000,,521.707828,,,,,0,,0,,,-63.819790,9,486.184105,98.659555,-63.819790,,,0,0,0,0,
0.286659,1785253291.552046061,idle,0,0,-28,press_SPACE_to_start,35,35,9,26,3,2,0,1,1,5,383.552136,3,0,1,0,0,3,1,10.562500,60.281250,35.421875,1832.500000,1351.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1555.000000,,527.455585,,,,,0,,0,,,-62.311991,10,536.338078,95.229516,-62.311991,,,0,0,0,0,
0.372162,1785253291.666239023,idle,0,0,-28,press_SPACE_to_start,33,33,10,23,3,2,0,1,1,4,393.786102,4,0,1,0,0,4,1,10.562500,60.281250,35.421875,1832.500000,1351.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1572.500000,,502.620117,,,,,0,,0,,,-63.046330,9,495.941104,102.817467,-63.046330,,,0,0,0,0,
0.458032,1785253291.777740955,idle,0,0,-28,press_SPACE_to_start,36,36,9,27,3,2,0,1,1,4,406.768317,5,0,1,0,0,5,1,10.656250,60.281250,35.468750,1829.500000,1351.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1567.250000,,517.111149,,,,,0,,0,,,-63.760705,9,495.962189,90.654534,-63.760705,,,0,0,0,0,
0.509040,1785253291.777740955,idle,0,0,-28,press_SPACE_to_start,36,36,9,27,3,2,0,1,1,4,406.768317,5,0,1,0,0,5,1,10.656250,60.281250,35.468750,1829.500000,1351.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1567.250000,,517.111149,,,,,0,,0,,,-63.760705,9,495.962189,90.654534,-63.760705,,,0,0,0,0,
0.594142,1785253291.892375946,idle,0,0,-28,press_SPACE_to_start,32,32,7,25,3,2,0,1,1,4,416.503359,6,0,1,0,0,5,1,10.656250,60.281250,35.468750,1829.500000,1351.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1560.000000,,525.948707,,,,,0,,0,,,-63.811398,9,488.338986,111.482097,-63.811398,,,0,0,0,0,
0.681028,1785253292.004555941,idle,0,0,-28,press_SPACE_to_start,36,36,10,26,3,2,0,1,1,5,389.069806,7,0,1,0,0,5,1,10.656250,60.171875,35.414062,1829.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1560.500000,,533.722434,,,,,0,,0,,,-62.393248,10,535.905449,97.753193,-62.393248,,,0,0,0,0,
0.773025,1785253292.118937016,idle,0,0,-28,press_SPACE_to_start,33,33,10,23,3,2,0,1,1,4,395.271639,8,0,1,0,0,5,1,10.656250,60.171875,35.414062,1829.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1579.250000,,504.777628,,,,,0,,0,,,-63.421019,9,496.418440,98.274750,-63.421019,,,0,0,0,0,
0.860380,1785253292.118937016,idle,0,0,-28,press_SPACE_to_start,33,33,10,23,3,2,0,1,1,4,395.271639,8,0,1,0,0,5,1,10.656250,60.171875,35.414062,1829.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1579.250000,,504.777628,,,,,0,,0,,,-63.421019,9,496.418440,98.274750,-63.421019,,,0,0,0,0,
0.947096,1785253292.230275154,idle,0,0,-28,press_SPACE_to_start,34,34,10,24,3,2,0,1,1,4,400.138815,9,0,1,0,0,5,1,10.656250,60.171875,35.414062,1829.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1570.000000,,509.927357,,,,,0,,0,,,-63.285694,9,491.757284,97.862828,-63.285694,,,0,0,0,0,
1.033238,1785253292.344986916,idle,0,0,-28,press_SPACE_to_start,34,34,10,24,3,2,0,1,1,4,398.448153,10,0,1,0,0,5,1,4.921875,60.171875,32.546875,1556.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1571.000000,,509.441683,,,,,0,,0,,,-63.131381,9,493.644409,96.638868,-63.131381,,,0,0,0,0,
1.120429,1785253292.455674171,idle,0,0,-28,press_SPACE_to_start,33,33,10,23,4,3,0,1,1,4,405.082215,11,0,1,0,0,5,1,4.921875,60.171875,32.546875,1556.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1568.500000,,513.483784,,,,,0,,0,,,-63.701718,9,495.385199,103.312200,-63.701718,,,0,0,0,0,
1.207115,1785253292.455674171,idle,0,0,-28,press_SPACE_to_start,33,33,10,23,4,3,0,1,1,4,405.082215,11,0,1,0,0,5,1,4.921875,60.171875,32.546875,1556.500000,1353.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1568.500000,,513.483784,,,,,0,,0,,,-63.701718,9,495.385199,103.312200,-63.701718,,,0,0,0,0,
1.299510,1785253292.570720911,idle,0,0,-28,press_SPACE_to_start,32,32,9,23,4,3,0,1,1,4,415.890863,12,0,1,0,0,5,1,4.609375,60.453125,32.531250,1550.000000,1338.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1560.250000,,524.029603,,,,,0,,0,,,-63.715502,9,489.303519,95.826697,-63.715502,,,0,0,0,0,
1.386597,1785253292.681843042,idle,0,0,-28,press_SPACE_to_start,33,33,11,22,3,2,0,1,1,3,440.955011,13,0,1,0,0,5,1,4.453125,57.750000,31.101562,1562.500000,1317.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1574.000000,,513.255911,,,,,0,,0,,,-63.850932,10,520.349734,98.753224,-63.850932,,,0,0,0,0,
1.474112,1785253292.793781042,idle,0,0,-28,press_SPACE_to_start,30,30,9,21,3,1,0,1,0,0,,0,1,1,0,0,5,1,4.453125,56.734375,30.593750,1562.500000,1291.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1584.500000,,498.669606,,,,,0,,0,,,-65.546186,10,529.622852,90.202306,-65.546186,,,0,0,0,0,
1.563032,1785253292.907566071,idle,0,0,-28,press_SPACE_to_start,33,33,14,19,3,1,0,1,0,0,,0,2,1,0,0,5,1,4.156250,54.921875,29.539062,1561.250000,1277.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1584.250000,,508.422179,,,,,0,,0,,,-67.373176,10,507.910846,122.988421,-67.373176,,,0,0,0,0,
1.649177,1785253292.907566071,idle,0,0,-28,press_SPACE_to_start,33,33,14,19,3,1,0,1,0,0,,0,2,1,0,0,5,1,4.156250,54.921875,29.539062,1561.250000,1277.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1584.250000,,508.422179,,,,,0,,0,,,-67.373176,10,507.910846,122.988421,-67.373176,,,0,0,0,0,
