elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785253864.038269997,idle,0,0,-28,press_SPACE_to_start,47,47,9,38,2,1,0,0,1,15,-208.527704,1,0,0,1,1,1,1,14.156250,76.984375,45.570312,368.000000,1667.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1282.250000,,-208.527704,,,,,0,,0,,,32.180608,15,686.011618,2727.156895,32.180608,,,0,0,0,0,
0.212565,1785253864.195094109,idle,0,0,-28,press_SPACE_to_start,30,30,9,21,4,2,0,1,1,6,-263.429518,2,0,1,1,1,2,1,52.578125,76.984375,64.781250,509.750000,1667.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1759.750000,,-263.429518,,,,,0,,0,,,42.342982,6,333.340459,2361.851641,42.342982,,,0,0,0,0,
0.306524,1785253864.307549953,idle,0,0,-28,press_SPACE_to_start,34,34,13,21,8,2,0,1,0,0,,0,1,1,1,1,3,1,59.093750,76.984375,68.039062,545.250000,1667.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,,0,,,-28.315327,14,276.332953,61.427081,-28.315327,,,0,0,0,0,
0.392132,1785253864.422064066,idle,0,0,-28,press_SPACE_to_start,25,25,8,17,9,2,0,1,0,0,,0,2,1,1,0,4,1,5.265625,23.312500,14.289062,341.500000,485.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,,0,,,-19.160755,12,256.775535,71.082297,-19.160755,,,0,0,0,0,
0.478615,1785253864.422064066,idle,0,0,-28,press_SPACE_to_start,25,25,8,17,9,2,0,1,0,0,,0,2,1,1,0,4,1,5.265625,23.312500,14.289062,341.500000,485.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,,,0,,0,,,-19.160755,12,256.775535,71.082297,-19.160755,,,0,0,0,0,
0.529622,1785253864.532217026,idle,0,0,-28,press_SPACE_to_start,25,25,9,16,9,2,0,0,0,0,,0,3,1,1,0,5,1,-12.109375,14.546875,1.218750,1843.750000,2719.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,736.500000,,227.208945,,,,,0,,0,,,-26.353733,10,218.720500,87.326967,-26.353733,,,0,0,0,0,
0.617069,1785253864.648133039,idle,0,0,-28,press_SPACE_to_start,26,26,4,22,11,1,0,0,1,9,95.346835,1,0,1,1,0,5,1,-67.468750,-22.875000,-45.171875,2158.000000,1884.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,815.750000,,138.146858,,,,,0,,0,,,-14.534023,9,190.084212,116.972442,-14.534023,,,0,0,0,0,
0.705417,1785253864.648133039,idle,0,0,-28,press_SPACE_to_start,26,26,4,22,11,1,0,0,1,9,95.346835,1,0,1,1,0,5,1,-67.468750,-22.875000,-45.171875,2158.000000,1884.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,815.750000,,138.146858,,,,,0,,0,,,-14.534023,9,190.084212,116.972442,-14.534023,,,0,0,0,0,
0.798030,1785253864.759013176,idle,0,0,-28,press_SPACE_to_start,24,24,7,17,7,1,0,1,1,9,-15.437294,2,0,2,1,0,5,1,-64.890625,-15.343750,-40.117187,2088.250000,1880.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,878.250000,,186.110981,,,,,0,,0,,,-20.640270,9,241.766299,80.448571,-20.640270,,,0,0,0,0,
0.849047,1785253864.872984171,idle,0,0,-28,press_SPACE_to_start,25,25,7,18,8,1,0,1,1,7,-42.089602,3,0,2,1,0,5,1,-63.062500,-5.218750,-34.140625,2027.000000,1795.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,928.750000,,66.554828,,,,,0,,0,,,-18.505266,7,201.536501,19.021288,-18.505266,,,0,0,0,0,
