elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785252351.785480022,idle,0,0,-28,press_SPACE_to_start,65,65,29,36,2,1,0,0,1,18,-141.931387,1,0,0,1,1,1,1,-55.671875,64.187500,4.257812,579.500000,921.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.250000,37.189182,-46.528819,,,,,0,6.080400,28,453.970870,1334.439408,2.373521,22,543.387844,2113.370480,4.060793,,,0,0,0,0,
0.212938,1785252351.918955088,idle,0,0,-28,press_SPACE_to_start,65,65,29,36,2,1,0,1,1,17,-131.103711,2,0,1,1,1,2,1,-54.562500,64.187500,4.812500,584.000000,921.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.750000,33.954105,-59.274647,,,,,0,6.061132,28,457.302374,1282.686451,2.767919,20,514.296089,3562.208931,4.317936,,,0,0,0,0,
0.263579,1785252352.029800892,idle,0,0,-28,press_SPACE_to_start,62,62,27,35,2,1,0,1,1,18,-139.150558,3,0,1,1,1,3,1,-54.562500,64.015625,4.726562,584.000000,922.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.750000,37.470425,-66.503731,,,,,0,5.970300,25,440.895800,1341.420199,2.511347,22,543.242492,2684.419884,4.060964,,,0,0,0,0,
0.355267,1785252352.144212961,idle,0,0,-28,press_SPACE_to_start,68,68,28,40,2,1,0,1,1,18,-122.747789,4,0,1,1,1,4,1,-54.562500,64.015625,4.726562,584.000000,922.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.750000,27.057689,-50.348846,,,,,0,6.003357,27,441.027854,978.610748,2.561601,22,514.749527,3612.297776,4.149743,,,0,0,0,0,
0.445449,1785252352.144212961,idle,0,0,-28,press_SPACE_to_start,68,68,28,40,2,1,0,1,1,18,-122.747789,4,0,1,1,1,4,1,-54.562500,64.015625,4.726562,584.000000,922.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.750000,27.057689,-50.348846,,,,,0,6.003357,27,441.027854,978.610748,2.561601,22,514.749527,3612.297776,4.149743,,,0,0,0,0,
0.541754,1785252352.255409956,idle,0,0,-28,press_SPACE_to_start,63,63,26,37,2,1,0,1,1,18,-136.395513,5,0,1,1,1,5,1,-54.562500,64.000000,4.718750,584.000000,922.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.750000,33.391343,-42.441737,,,,,0,5.837425,25,440.079092,1292.050655,2.449114,22,541.056939,3473.281955,3.968908,,,0,0,0,0,
0.632042,1785252352.370461941,idle,0,0,-28,press_SPACE_to_start,63,63,27,36,2,1,0,1,1,16,-121.827747,6,0,1,1,1,5,1,-54.562500,64.000000,4.718750,584.000000,922.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.750000,25.931253,-52.917833,,,,,0,5.831071,26,439.586539,1040.478136,2.713679,20,515.830431,4729.252345,4.147988,,,0,0,0,0,
0.723326,1785252352.485555887,idle,0,0,-28,press_SPACE_to_start,66,66,28,38,2,1,0,1,1,19,-133.238359,7,0,1,1,1,5,1,-55.671875,63.734375,4.031250,577.500000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.500000,33.532037,-38.914045,,,,,0,6.013689,27,440.031719,1254.408057,2.338727,23,542.922307,2894.705155,3.983870,,,0,0,0,0,
0.774010,1785252352.485555887,idle,0,0,-28,press_SPACE_to_start,66,66,28,38,2,1,0,1,1,19,-133.238359,7,0,1,1,1,5,1,-55.671875,63.734375,4.031250,577.500000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.500000,33.532037,-38.914045,,,,,0,6.013689,27,440.031719,1254.408057,2.338727,23,542.922307,2894.705155,3.983870,,,0,0,0,0,
0.866321,1785252352.597112179,idle,0,0,-28,press_SPACE_to_start,66,66,28,38,2,1,0,1,1,18,-118.075300,8,0,1,1,1,5,1,-55.546875,63.734375,4.093750,579.750000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.250000,38.595288,-47.684073,,,,,0,6.125860,27,455.760589,1191.535569,2.535459,22,517.901854,4628.092549,4.216086,,,0,0,0,0,
0.957956,1785252352.715160131,idle,0,0,-28,press_SPACE_to_start,65,65,27,38,2,1,0,1,1,16,-123.151519,9,0,1,1,1,5,1,-55.546875,63.734375,4.093750,579.750000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.750000,30.154710,-52.479306,,,,,0,5.911139,26,438.483578,1095.446513,2.747245,20,515.155991,5266.148348,4.202004,,,0,0,0,0,
1.049711,1785252352.822765112,idle,0,0,-28,press_SPACE_to_start,69,69,30,39,2,1,0,1,1,19,-133.197972,10,0,1,1,1,5,1,-55.546875,63.703125,4.078125,579.750000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.250000,34.516826,-38.462747,,,,,0,5.970038,27,439.341534,1244.446195,2.363228,23,543.334903,2802.663475,3.975785,,,0,0,0,0,
1.141722,1785252352.937422991,idle,0,0,-28,press_SPACE_to_start,65,65,28,37,2,1,0,1,1,18,-117.048777,11,0,1,1,1,5,1,-55.343750,63.703125,4.179688,579.750000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.500000,38.876475,-45.446726,,,,,0,6.089125,27,455.572984,1150.386923,2.667944,22,516.792208,3286.192578,4.270837,,,0,0,0,0,
1.235394,1785252352.937422991,idle,0,0,-28,press_SPACE_to_start,65,65,28,37,2,1,0,1,1,18,-117.048777,11,0,1,1,1,5,1,-55.343750,63.703125,4.179688,579.750000,925.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.500000,38.876475,-45.446726,,,,,0,6.089125,27,455.572984,1150.386923,2.667944,22,516.792208,3286.192578,4.270837,,,0,0,0,0,
1.332983,1785252353.052087069,idle,0,0,-28,press_SPACE_to_start,65,65,27,38,2,1,0,1,1,17,-125.884517,12,0,1,1,1,5,1,-55.343750,63.250000,3.953125,579.750000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.500000,28.606329,-54.873979,,,,,0,5.919099,26,438.151985,1087.464350,2.709404,22,545.082401,4824.483247,4.139719,,,0,0,0,0,
1.425954,1785252353.163146019,idle,0,0,-28,press_SPACE_to_start,64,64,27,37,2,1,0,1,1,19,-134.996137,13,0,1,1,1,5,1,-55.343750,63.250000,3.953125,579.750000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.500000,36.064097,-40.451751,,,,,0,6.057677,27,440.652202,1212.576950,2.413717,23,542.856629,3034.376401,4.046360,,,0,0,0,0,
1.518843,1785252353.277465105,idle,0,0,-28,press_SPACE_to_start,63,63,27,36,2,1,0,1,1,16,-119.620737,14,0,1,1,1,5,1,-55.312500,63.250000,3.968750,580.500000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.500000,40.985005,-50.333244,,,,,0,6.079501,27,455.799134,1102.099942,2.626026,20,515.976497,5986.436756,4.245835,,,0,0,0,0,
1.611363,1785252353.388962030,idle,0,0,-28,press_SPACE_to_start,67,67,28,39,2,1,0,1,1,17,-129.901257,15,0,1,1,1,5,1,-55.312500,63.250000,3.968750,580.500000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,807.500000,32.124984,-35.882649,,,,,0,5.979710,27,438.171200,1127.865244,2.339899,22,544.421294,2495.812045,3.963014,,,0,0,0,0,
1.704974,1785252353.503340960,idle,0,0,-28,press_SPACE_to_start,64,64,28,36,2,1,0,1,1,16,-116.935415,16,0,1,1,1,5,1,-55.312500,63.250000,3.968750,580.500000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.500000,36.767295,-46.762561,,,,,0,6.288633,27,442.182077,1355.639779,2.746622,20,516.310472,4737.175877,4.380661,,,0,0,0,0,
1.797560,1785252353.503340960,idle,0,0,-28,press_SPACE_to_start,64,64,28,36,2,1,0,1,1,16,-116.935415,16,0,1,1,1,5,1,-55.312500,63.250000,3.968750,580.500000,930.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,805.500000,36.767295,-46.762561,,,,,0,6.288633,27,442.182077,1355.639779,2.746622,20,516.310472,4737.175877,4.380661,,,0,0,0,0,
1.891838,1785252353.615051031,idle,0,0,-28,press_SPACE_to_start,64,64,26,38,2,1,0,1,1,17,-125.183194,17,0,1,1,1,5,1,-55.312500,63.375000,4.031250,580.500000,929.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,807.250000,30.436205,-32.132429,,,,,0,5.693689,24,438.090870,1070.685212,2.616889,22,542.247830,6380.050121,3.991840,,,0,0,0,0,
1.983156,1785252353.730033875,idle,0,0,-28,press_SPACE_to_start,69,69,30,39,2,1,0,1,1,19,-131.909133,18,0,1,1,1,5,1,-55.312500,63.375000,4.031250,580.500000,929.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,806.000000,33.109947,-38.011711,,,,,0,6.260321,28,437.169634,1103.913935,2.470218,23,542.592908,3297.692567,4.161361,,,0,0,0,0,
