elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000008,1785252533.671408892,idle,0,0,-28,press_SPACE_to_start,41,41,37,4,2,1,0,0,1,4,245.336823,1,0,0,1,1,1,1,-48.968750,76.015625,13.523438,765.000000,1914.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,1874.750000,-53.239197,296.809727,,,,,0,-6.311248,31,586.551788,28958.364285,-1.743548,4,217.482829,125.369538,-5.075733,,,0,0,0,0,
0.183748,1785252533.897922039,idle,0,0,-28,press_SPACE_to_start,42,42,39,3,2,1,0,0,0,0,,0,1,0,1,1,2,1,-48.968750,76.015625,13.523438,765.000000,1914.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,717.750000,-46.057553,236.081005,,,,,0,-5.882212,32,598.892113,2964.049939,,0,,,-5.882212,,,0,0,0,0,
0.277710,1785252534.012730837,idle,0,0,-28,press_SPACE_to_start,42,42,37,5,2,1,0,0,1,4,247.356049,1,0,0,1,1,3,1,-48.968750,75.937500,13.484375,765.000000,1915.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1879.500000,-69.987633,300.091917,,,,,0,-6.395953,31,561.349576,26123.057734,-2.837955,4,218.360073,123.352685,-5.399525,,,0,0,0,0,
0.367002,1785252534.012730837,idle,0,0,-28,press_SPACE_to_start,42,42,37,5,2,1,0,0,1,4,247.356049,1,0,0,1,1,3,1,-48.968750,75.937500,13.484375,765.000000,1915.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1879.500000,-69.987633,300.091917,,,,,0,-6.395953,31,561.349576,26123.057734,-2.837955,4,218.360073,123.352685,-5.399525,,,0,0,0,0,
0.457618,1785252534.126874208,idle,0,0,-28,press_SPACE_to_start,42,42,38,4,2,1,0,1,1,3,224.263155,2,0,1,1,1,4,1,-47.968750,75.937500,13.984375,779.000000,1915.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1854.750000,-48.053078,325.062247,,,,,0,-5.920478,31,633.632336,1810.198679,,0,,,-5.920478,,,0,0,0,0,
0.507846,1785252534.238330841,search_first_car,50,-28,-28,paper_search_first_vehicle,42,42,38,4,1,0,0,0,0,0,,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1852.750000,-58.471208,307.286839,,,,,0,-6.345005,31,584.671187,28687.630295,,0,,,-6.345005,,,0,0,0,0,
0.597675,1785252534.238330841,search_first_car,50,-28,-28,paper_search_first_vehicle,42,42,38,4,1,0,0,0,0,0,,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1852.750000,-58.471208,307.286839,,,,,0,-6.345005,31,584.671187,28687.630295,,0,,,-6.345005,,,0,0,0,0,
0.684989,1785252534.352946997,search_first_car,50,-28,-28,paper_search_first_vehicle,44,44,39,5,2,1,0,0,1,3,252.002676,1,0,0,1,1,2,1,-49.046875,79.015625,14.984375,764.250000,1876.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,1859.000000,-69.533372,304.323160,,,,,0,-6.309254,32,586.825820,28266.181695,,0,,,-6.309254,,,0,0,0,0,
0.776235,1785252534.464663982,search_open_space,50,-28,-28,paper_passing_first_vehicle,42,42,36,6,2,1,1,1,1,4,237.249175,2,0,1,1,1,3,1,-49.046875,77.921875,14.437500,764.250000,1901.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,721.250000,-51.831800,245.572727,,,,,0,-6.264157,30,562.823037,26806.242470,-3.432621,4,160.842453,80.630221,-5.685930,,,0,0,0,0,
0.866017,1785252534.579047918,search_open_space,50,-28,-28,paper_passing_first_vehicle,42,42,37,5,2,1,1,1,1,4,267.402410,3,0,1,1,1,4,1,-49.046875,75.390625,13.171875,764.250000,1918.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.500000,1880.750000,-59.398262,319.009554,,,,,0,-5.979334,30,585.614098,4373.680807,-3.378086,4,217.127120,105.317878,-5.275743,,,0,0,0,0,
0.955609,1785252534.693120956,search_open_space,50,-28,-28,paper_passing_first_vehicle,41,41,36,5,2,1,1,1,0,0,,0,1,1,1,1,5,1,-49.031250,75.390625,13.179688,763.500000,1918.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,1857.250000,-53.379915,350.899098,,,,,0,-6.299472,30,557.260251,25938.196360,,0,,,-6.299472,,,0,0,0,0,
1.048850,1785252534.693120956,search_open_space,50,-28,-28,paper_passing_first_vehicle,41,41,36,5,2,1,1,1,0,0,,0,1,1,1,1,5,1,-49.031250,75.390625,13.179688,763.500000,1918.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,518.750000,1857.250000,-53.379915,350.899098,,,,,0,-6.299472,30,557.260251,25938.196360,,0,,,-6.299472,,,0,0,0,0,
1.140394,1785252534.805463076,search_open_space,50,-28,-28,paper_passing_first_vehicle,38,38,34,4,2,1,1,1,1,3,335.388090,1,0,1,1,1,5,1,-48.203125,75.390625,13.593750,772.500000,1918.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.000000,1869.500000,-33.520516,386.197115,,,,,0,-6.197567,28,551.443244,26000.625168,,0,,,-6.197567,,,0,0,0,0,
1.233109,1785252534.920097113,search_open_space,50,-28,-28,paper_passing_first_vehicle,40,40,35,5,2,1,1,1,1,4,360.518022,2,0,1,1,1,5,1,-45.562500,74.093750,14.265625,814.000000,1938.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,519.250000,1881.500000,-12.318346,360.518022,,,,,0,-6.227473,27,585.527675,24449.828270,6.889272,4,171.478973,318.686275,-3.256237,,,0,0,0,0,
1.283601,1785252535.031217813,search_open_space,50,-28,-28,paper_passing_first_vehicle,34,34,31,3,2,1,1,1,0,0,,0,1,1,1,1,5,1,-45.562500,74.093750,14.265625,814.000000,1938.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,1889.250000,-6.344385,390.277026,,,,,0,-6.431267,25,491.634454,20758.887197,,0,,,-6.431267,,,0,0,0,0,
1.375155,1785252535.031217813,search_open_space,50,-28,-28,paper_passing_first_vehicle,34,34,31,3,2,1,1,1,0,0,,0,1,1,1,1,5,1,-45.562500,74.093750,14.265625,814.000000,1938.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,517.000000,1889.250000,-6.344385,390.277026,,,,,0,-6.431267,25,491.634454,20758.887197,,0,,,-6.431267,,,0,0,0,0,
1.465736,1785252535.145218134,search_open_space,50,-28,-28,paper_passing_first_vehicle,37,37,31,6,2,1,1,1,1,3,275.548910,1,0,1,1,1,5,1,-45.562500,74.093750,14.265625,814.000000,1938.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,521.750000,1865.500000,13.942294,417.663153,,,,,0,-6.255858,24,482.041318,18455.676427,,0,,,-6.255858,,,0,0,0,0,
1.555659,1785252535.261840820,search_open_space,50,-28,-28,paper_passing_first_vehicle,35,35,28,7,2,1,1,1,1,4,-24.552809,2,0,1,1,1,5,1,-45.562500,74.093750,14.265625,814.000000,1938.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,523.750000,1867.750000,35.252500,446.905747,,,,,0,-6.244825,22,471.085501,17455.788733,-6.791462,4,532.623232,23.478088,-6.438301,,,0,0,0,0,
