elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785250043.468967915,idle,0,0,-28,press_SPACE_to_start,37,37,8,29,5,1,0,0,1,7,-219.262017,1,0,0,1,0,1,1,-15.562500,31.312500,7.875000,1559.250000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1163.250000,,380.516313,,,,,0,,0,,,-53.741671,12,371.012482,940.721086,-53.741671,,,0,0,0,0,
0.185322,1785250043.554053068,idle,0,0,-28,press_SPACE_to_start,37,37,12,25,7,2,0,1,1,8,-197.033469,2,0,1,1,0,2,1,-1.031250,31.312500,15.140625,1890.250000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1148.750000,,392.012367,,,,,0,,0,,,-43.786445,18,1019.395625,37.227583,-43.786445,,,0,0,0,0,
0.235412,1785250043.668080091,idle,0,0,-28,press_SPACE_to_start,33,33,8,25,7,2,0,1,1,9,-182.349646,3,0,1,1,0,3,1,-1.031250,31.312500,15.140625,1890.250000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1158.750000,,382.923904,,,,,0,,0,,,-54.329849,11,342.091980,645.188310,-54.329849,,,0,0,0,0,
0.324493,1785250043.783405066,idle,0,0,-28,press_SPACE_to_start,38,38,13,25,7,2,0,1,1,3,179.322094,4,0,1,1,0,4,1,-0.734375,31.312500,15.289062,1896.250000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1166.750000,,375.943258,,,,,0,,0,,,-56.463879,14,736.710595,487.033786,-56.463879,,,0,0,0,0,
0.413447,1785250043.783405066,idle,0,0,-28,press_SPACE_to_start,38,38,13,25,7,2,0,1,1,3,179.322094,4,0,1,1,0,4,1,-0.734375,31.312500,15.289062,1896.250000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1166.750000,,375.943258,,,,,0,,0,,,-56.463879,14,736.710595,487.033786,-56.463879,,,0,0,0,0,
0.507421,1785250043.897999048,idle,0,0,-28,press_SPACE_to_start,34,34,8,26,7,2,0,1,1,3,161.842049,5,0,1,1,0,5,1,1.796875,31.312500,16.554688,1996.750000,2371.500000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1155.000000,,386.140687,,,,,0,,0,,,-54.330467,11,339.920892,611.475391,-54.330467,,,0,0,0,0,
0.595472,1785250044.011931896,idle,0,0,-28,press_SPACE_to_start,36,36,11,25,7,2,0,1,1,3,178.952902,6,0,1,1,0,5,1,1.796875,31.734375,16.765625,1996.750000,2380.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1167.250000,,373.692743,,,,,0,,0,,,-56.643359,14,745.951428,540.217146,-56.643359,,,0,0,0,0,
0.683978,1785250044.126764059,idle,0,0,-28,press_SPACE_to_start,33,33,8,25,7,2,0,1,0,0,,0,1,1,1,0,5,1,1.796875,31.734375,16.765625,1996.750000,2380.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1156.250000,,385.369659,,,,,0,,0,,,-54.516289,11,339.493006,643.041351,-54.516289,,,0,0,0,0,
0.775041,1785250044.242202044,idle,0,0,-28,press_SPACE_to_start,37,37,12,25,7,2,0,1,1,3,227.427524,1,0,1,1,0,5,1,1.796875,31.625000,16.710938,1996.750000,2381.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1167.250000,,374.898777,,,,,0,,0,,,-61.055483,14,758.832601,170.112647,-61.055483,,,0,0,0,0,
0.867545,1785250044.242202044,idle,0,0,-28,press_SPACE_to_start,37,37,12,25,7,2,0,1,1,3,227.427524,1,0,1,1,0,5,1,1.796875,31.625000,16.710938,1996.750000,2381.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1167.250000,,374.898777,,,,,0,,0,,,-61.055483,14,758.832601,170.112647,-61.055483,,,0,0,0,0,
