elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_vehicle_min_y_back_mm,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,c_y_back_mm,d_y_back_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000006,1785249960.788709879,idle,0,0,-28,press_SPACE_to_start,71,71,41,30,2,1,0,0,1,6,100.186061,1,0,0,1,1,1,1,34.703125,68.703125,51.703125,523.250000,1492.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1513.750000,,510.355677,,,,,0,78.159461,25,352.726678,10764.116466,-20.369737,7,471.327448,281.831700,-20.369737,,,0,0,0,0,
0.204115,1785249960.902928829,idle,0,0,-28,press_SPACE_to_start,66,66,41,25,3,1,0,1,1,4,107.564483,2,0,1,1,1,2,1,34.703125,68.703125,51.703125,523.250000,1492.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1537.250000,,150.676849,,,,,0,77.827326,25,398.877596,4103.003727,-2.820129,4,172.022992,580.501803,77.827326,,,0,0,0,0,
0.254890,1785249961.017915964,idle,0,0,-28,press_SPACE_to_start,66,66,41,25,3,1,0,1,1,5,-25.397498,3,0,1,1,1,3,1,48.734375,68.703125,58.718750,486.250000,1492.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1549.000000,,103.416951,,,,,0,77.672680,25,504.980140,6500.894594,-2.887275,5,173.426632,3759.632779,77.672680,,,0,0,0,0,
0.305505,1785249961.017915964,idle,0,0,-28,press_SPACE_to_start,66,66,41,25,3,1,0,1,1,5,-25.397498,3,0,1,1,1,3,1,48.734375,68.703125,58.718750,486.250000,1492.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1549.000000,,103.416951,,,,,0,77.672680,25,504.980140,6500.894594,-2.887275,5,173.426632,3759.632779,77.672680,,,0,0,0,0,
0.404220,1785249961.132510900,idle,0,0,-28,press_SPACE_to_start,68,68,40,28,4,0,0,1,0,0,,0,1,1,1,1,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1548.750000,,18.583220,,,,,0,75.269698,25,508.055928,10024.619441,-24.097079,9,350.540398,6.448113,75.269698,,,0,0,0,0,
0.454513,1785249961.247541904,idle,0,0,-28,press_SPACE_to_start,77,77,41,36,4,0,0,1,1,9,-173.159088,1,0,1,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1561.750000,,-84.287474,,,,,0,76.215815,25,504.021243,18734.751261,0.634534,9,351.230780,941.522399,76.215815,,,0,0,0,0,
0.505026,1785249961.247541904,idle,0,0,-28,press_SPACE_to_start,77,77,41,36,4,0,0,1,1,9,-173.159088,1,0,1,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1561.750000,,-84.287474,,,,,0,76.215815,25,504.021243,18734.751261,0.634534,9,351.230780,941.522399,76.215815,,,0,0,0,0,
0.556035,1785249961.247541904,idle,0,0,-28,press_SPACE_to_start,77,77,41,36,4,0,0,1,1,9,-173.159088,1,0,1,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1561.750000,,-84.287474,,,,,0,76.215815,25,504.021243,18734.751261,0.634534,9,351.230780,941.522399,76.215815,,,0,0,0,0,
0.607044,1785249961.363977909,idle,0,0,-28,press_SPACE_to_start,76,76,42,34,5,0,0,1,1,6,-189.242360,2,0,1,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1566.750000,,-189.242360,,,,,0,76.515049,26,471.442936,19116.940840,4.287476,6,219.108013,483.353041,76.515049,,,0,0,0,0,
0.658051,1785249961.363977909,idle,0,0,-28,press_SPACE_to_start,76,76,42,34,5,0,0,1,1,6,-189.242360,2,0,1,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,1566.750000,,-189.242360,,,,,0,76.515049,26,471.442936,19116.940840,4.287476,6,219.108013,483.353041,76.515049,,,0,0,0,0,
