elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785221013.543852091,idle,0,0,-26,press_SPACE_to_start,56,56,35,21,1,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.852158,19,236.232215,1600.472336,,0,,,79.852158,,,0,0,0,0,
0.184162,1785221013.718960047,idle,0,0,-26,press_SPACE_to_start,60,60,38,22,1,0,0,0,0,0,0,2,0,1,1,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.923499,22,268.060461,2568.982174,,0,,,79.923499,,,0,0,0,0,
0.277989,1785221013.718960047,idle,0,0,-26,press_SPACE_to_start,60,60,38,22,1,0,0,0,0,0,0,2,0,1,1,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.923499,22,268.060461,2568.982174,,0,,,79.923499,,,0,0,0,0,
0.368383,1785221013.828979969,idle,0,0,-26,press_SPACE_to_start,61,61,39,22,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.829167,24,328.615618,8584.266703,,0,,,80.829167,,,0,0,0,0,
0.462688,1785221013.940505028,idle,0,0,-26,press_SPACE_to_start,62,62,40,22,1,0,0,0,0,0,0,4,0,1,1,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.559610,22,283.649072,7118.502925,80.390504,6,100.578061,1112.244900,80.515344,,,0,0,0,0,
0.513696,1785221014.055274010,idle,0,0,-26,press_SPACE_to_start,64,64,41,23,1,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.833875,22,293.225359,7647.707094,81.122116,8,122.168197,1634.073549,80.918648,,,0,0,0,0,
0.564706,1785221014.055274010,idle,0,0,-26,press_SPACE_to_start,64,64,41,23,1,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.833875,22,293.225359,7647.707094,81.122116,8,122.168197,1634.073549,80.918648,,,0,0,0,0,
0.614946,1785221014.055274010,idle,0,0,-26,press_SPACE_to_start,64,64,41,23,1,0,0,0,0,0,0,5,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.833875,22,293.225359,7647.707094,81.122116,8,122.168197,1634.073549,80.918648,,,0,0,0,0,
0.665957,1785221014.172957897,idle,0,0,-26,press_SPACE_to_start,66,66,41,25,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.964577,23,319.472823,8867.467997,82.809850,9,167.120923,2578.414341,80.941788,,,0,0,0,0,
0.716859,1785221014.172957897,idle,0,0,-26,press_SPACE_to_start,66,66,41,25,1,0,0,0,0,0,0,6,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.964577,23,319.472823,8867.467997,82.809850,9,167.120923,2578.414341,80.941788,,,0,0,0,0,
0.767869,1785221014.278287172,idle,0,0,-26,press_SPACE_to_start,63,63,41,22,1,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.505178,23,311.213899,8479.394177,79.627530,6,112.911771,1375.350362,78.803974,,,0,0,0,0,
0.818635,1785221014.278287172,idle,0,0,-26,press_SPACE_to_start,63,63,41,22,1,0,0,0,0,0,0,7,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.505178,23,311.213899,8479.394177,79.627530,6,112.911771,1375.350362,78.803974,,,0,0,0,0,
0.869095,1785221014.392877102,idle,0,0,-26,press_SPACE_to_start,61,61,41,20,1,0,0,0,0,0,0,8,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.142865,22,355.968642,8802.660445,,0,,,78.142865,,,0,0,0,0,
0.920104,1785221014.392877102,idle,0,0,-26,press_SPACE_to_start,61,61,41,20,1,0,0,0,0,0,0,8,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.142865,22,355.968642,8802.660445,,0,,,78.142865,,,0,0,0,0,
0.971109,1785221014.504547119,idle,0,0,-26,press_SPACE_to_start,56,56,37,19,1,0,0,0,0,0,0,9,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.676462,21,273.392860,6012.632069,79.187157,5,134.042322,1912.830424,78.844476,,,0,0,0,0,
1.022114,1785221014.504547119,idle,0,0,-26,press_SPACE_to_start,56,56,37,19,1,0,0,0,0,0,0,9,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,78.676462,21,273.392860,6012.632069,79.187157,5,134.042322,1912.830424,78.844476,,,0,0,0,0,
1.072851,1785221014.616321087,idle,0,0,-26,press_SPACE_to_start,58,58,38,20,1,0,0,0,0,0,0,10,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.974182,22,323.487259,7695.835155,,0,,,79.974182,,,0,0,0,0,
1.123858,1785221014.616321087,idle,0,0,-26,press_SPACE_to_start,58,58,38,20,1,0,0,0,0,0,0,10,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.974182,22,323.487259,7695.835155,,0,,,79.974182,,,0,0,0,0,
1.173878,1785221014.616321087,idle,0,0,-26,press_SPACE_to_start,58,58,38,20,1,0,0,0,0,0,0,10,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.974182,22,323.487259,7695.835155,,0,,,79.974182,,,0,0,0,0,
1.274593,1785221014.731528044,idle,0,0,-26,press_SPACE_to_start,62,62,43,19,2,1,0,0,0,0,0,11,0,1,1,5,1,-99.515625,-64.578125,-82.046875,2755.000000,560.250000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.834473,23,305.931710,8195.894537,,0,,,80.834473,,,0,0,0,0,
1.325599,1785221014.841428041,idle,0,0,-26,press_SPACE_to_start,62,62,42,20,3,1,0,0,0,0,0,12,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.472860,24,448.889044,6982.216016,81.747132,6,100.041177,1065.095301,80.705093,,,0,0,0,0,
1.376609,1785221014.841428041,idle,0,0,-26,press_SPACE_to_start,62,62,42,20,3,1,0,0,0,0,0,12,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.472860,24,448.889044,6982.216016,81.747132,6,100.041177,1065.095301,80.705093,,,0,0,0,0,
1.427603,1785221014.953658819,idle,0,0,-26,press_SPACE_to_start,61,61,42,19,3,1,0,0,0,0,0,13,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.719739,25,371.253018,6880.300778,,0,,,80.719739,,,0,0,0,0,
1.528588,1785221015.067172050,idle,0,0,-26,press_SPACE_to_start,62,62,42,20,3,1,0,0,0,0,0,14,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.682844,23,347.176945,3569.651789,81.914970,6,100.932602,1094.250888,80.960369,,,0,0,0,0,
1.579011,1785221015.067172050,idle,0,0,-26,press_SPACE_to_start,62,62,42,20,3,1,0,0,0,0,0,14,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.682844,23,347.176945,3569.651789,81.914970,6,100.932602,1094.250888,80.960369,,,0,0,0,0,
1.629716,1785221015.067172050,idle,0,0,-26,press_SPACE_to_start,62,62,42,20,3,1,0,0,0,0,0,14,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.682844,23,347.176945,3569.651789,81.914970,6,100.932602,1094.250888,80.960369,,,0,0,0,0,
1.680727,1785221015.184500933,idle,0,0,-26,press_SPACE_to_start,59,59,39,20,2,1,0,0,0,0,0,15,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.691950,21,449.035825,7220.107276,81.629546,6,102.250415,1126.684169,80.865852,,,0,0,0,0,
1.730998,1785221015.184500933,idle,0,0,-26,press_SPACE_to_start,59,59,39,20,2,1,0,0,0,0,0,15,0,1,1,5,1,-99.515625,-68.828125,-84.171875,2755.000000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.691950,21,449.035825,7220.107276,81.629546,6,102.250415,1126.684169,80.865852,,,0,0,0,0,
1.782008,1785221015.290767193,idle,0,0,-26,press_SPACE_to_start,63,63,42,21,2,1,0,0,0,0,0,16,0,1,1,5,1,-101.296875,-68.828125,-85.062500,2725.750000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.724818,24,437.741586,12468.468483,,0,,,80.724818,,,0,0,0,0,
1.833018,1785221015.290767193,idle,0,0,-26,press_SPACE_to_start,63,63,42,21,2,1,0,0,0,0,0,16,0,1,1,5,1,-101.296875,-68.828125,-85.062500,2725.750000,637.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.724818,24,437.741586,12468.468483,,0,,,80.724818,,,0,0,0,0,
1.884023,1785221015.404623985,idle,0,0,-26,press_SPACE_to_start,59,59,40,19,1,0,0,0,0,0,0,17,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.234293,21,417.814060,10820.714875,79.572215,6,137.907537,2213.393909,80.069992,,,0,0,0,0,
1.935030,1785221015.404623985,idle,0,0,-26,press_SPACE_to_start,59,59,40,19,1,0,0,0,0,0,0,17,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.234293,21,417.814060,10820.714875,79.572215,6,137.907537,2213.393909,80.069992,,,0,0,0,0,
1.985209,1785221015.516518831,idle,0,0,-26,press_SPACE_to_start,56,56,39,17,1,0,0,0,0,0,0,18,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.474044,21,404.743037,7859.499948,,0,,,80.474044,,,0,0,0,0,
2.036219,1785221015.516518831,idle,0,0,-26,press_SPACE_to_start,56,56,39,17,1,0,0,0,0,0,0,18,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.474044,21,404.743037,7859.499948,,0,,,80.474044,,,0,0,0,0,
2.087227,1785221015.627549887,idle,0,0,-26,press_SPACE_to_start,58,58,38,20,1,0,0,0,0,0,0,19,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.449117,19,358.048064,6997.379583,76.721754,6,129.161876,148.115232,78.726079,,,0,0,0,0,
2.137883,1785221015.627549887,idle,0,0,-26,press_SPACE_to_start,58,58,38,20,1,0,0,0,0,0,0,19,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.449117,19,358.048064,6997.379583,76.721754,6,129.161876,148.115232,78.726079,,,0,0,0,0,
2.237966,1785221015.744527817,idle,0,0,-26,press_SPACE_to_start,57,57,38,19,1,0,0,0,0,0,0,20,0,1,1,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.323255,21,412.374607,1190.023493,79.365418,7,162.289972,2617.918005,80.052754,,,0,0,0,0,
