timestamp,quality,angle_deg,distance_mm
1785217417.196007967,15,350.687500,3474.250
1785217417.196007967,15,352.343750,3465.500
1785217417.196007967,12,353.968750,3471.000
1785217417.196007967,9,357.265625,3759.000
1785217417.196007967,11,358.906250,3803.500
1785217417.196007967,14,0.546875,3830.250
1785217417.196007967,15,2.187500,3864.500
1785217417.196007967,15,3.828125,3897.250
1785217417.196007967,15,5.468750,3943.750
1785217417.196007967,12,7.109375,4002.000
1785217417.196007967,15,8.765625,4073.000
1785217417.196007967,15,10.406250,4167.750
1785217417.196007967,10,11.953125,4235.750
1785217417.196007967,15,13.578125,4312.500
1785217417.196007967,15,222.203125,5380.500
1785217417.196007967,15,223.859375,5227.000
1785217417.196007967,15,227.140625,4894.250
1785217417.196007967,15,228.796875,4771.500
1785217417.196007967,15,233.843750,3452.750
1785217417.196007967,15,238.703125,3929.000
1785217417.196007967,15,240.343750,3861.000
1785217417.196007967,15,242.000000,3788.250
1785217417.196007967,15,243.656250,3730.250
1785217417.196007967,15,245.281250,3677.500
1785217417.196007967,15,246.968750,3615.750
1785217417.196007967,15,248.609375,3557.750
1785217417.196007967,15,250.234375,3508.500
1785217417.196007967,15,251.906250,3466.000
1785217417.196007967,15,255.171875,3567.000
1785217417.196007967,15,256.843750,3546.250
1785217417.196007967,15,260.093750,3779.750
1785217417.196007967,15,261.734375,3789.750
1785217417.196007967,15,263.375000,3787.750
1785217417.196007967,15,265.015625,3771.500
1785217417.196007967,15,266.671875,3750.500
1785217417.196007967,15,268.328125,3734.000
1785217417.196007967,15,269.953125,3723.500
1785217417.196007967,15,271.609375,3715.500
1785217417.196007967,15,273.265625,3727.000
1785217417.196007967,15,274.843750,3738.750
1785217417.196007967,15,276.484375,3731.250
1785217417.196007967,15,278.109375,3749.750
1785217417.196007967,15,279.765625,3771.750
1785217417.196007967,15,281.375000,3781.750
1785217417.196007967,15,283.015625,3793.000
1785217417.196007967,15,284.671875,3809.500
1785217417.196007967,15,286.296875,3830.250
1785217417.196007967,15,287.937500,3851.500
1785217417.196007967,15,291.234375,3638.750
1785217417.196007967,15,296.203125,3286.000
1785217417.196007967,15,297.812500,3337.250
1785217417.196007967,15,299.578125,3378.500
1785217417.196007967,15,301.203125,3423.750
1785217417.196007967,15,302.859375,3481.500
1785217417.196007967,15,304.484375,3539.250
1785217417.196007967,15,306.125000,3620.500
1785217417.196007967,12,312.703125,3650.500
1785217417.196007967,12,314.359375,3580.000
1785217417.196007967,13,316.015625,3522.000
1785217417.196007967,15,317.671875,3493.500
1785217417.196007967,10,319.343750,3449.750
1785217417.196007967,5,320.968750,3417.250
1785217417.196007967,15,322.656250,3421.750
1785217417.196007967,5,324.296875,3415.000
1785217417.196007967,14,325.953125,3382.750
1785217417.196007967,6,327.609375,3382.250
1785217417.196007967,7,329.265625,3389.250
1785217417.196007967,3,330.921875,3383.750
1785217417.196007967,7,332.546875,3382.500
1785217417.196007967,10,334.187500,3376.500
1785217417.196007967,8,335.843750,3385.750
1785217417.196007967,6,337.500000,3397.500
1785217417.196007967,6,339.171875,3402.250
1785217417.196007967,5,340.781250,3400.250
1785217417.196007967,15,342.421875,3418.000
1785217417.196007967,15,344.093750,3452.000
1785217417.196007967,15,345.718750,3475.500
1785217417.196007967,15,347.328125,3498.250
1785217417.196007967,15,349.000000,3496.000
1785217417.284570932,15,350.640625,3474.000
1785217417.284570932,15,352.281250,3464.250
