elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans
0.000005,1785217417.196007967,idle,0,0,-29,press_SPACE_to_start,79,79,56,23,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.182753,1785217417.284570932,idle,0,0,-29,press_SPACE_to_start,80,80,55,25,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.275963,1785217417.396221876,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.362119,1785217417.507642984,idle,0,0,-29,press_SPACE_to_start,78,78,55,23,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.447576,1785217417.622324944,idle,0,0,-29,press_SPACE_to_start,80,80,56,24,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.498129,1785217417.622324944,idle,0,0,-29,press_SPACE_to_start,80,80,56,24,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.581960,1785217417.733012915,idle,0,0,-29,press_SPACE_to_start,79,79,55,24,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.667874,1785217417.844401836,idle,0,0,-29,press_SPACE_to_start,76,76,54,22,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.754619,1785217417.844401836,idle,0,0,-29,press_SPACE_to_start,76,76,54,22,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.841291,1785217417.956686020,idle,0,0,-29,press_SPACE_to_start,80,80,55,25,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
0.927255,1785217418.067316055,idle,0,0,-29,press_SPACE_to_start,81,81,55,26,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.013488,1785217418.182106972,idle,0,0,-29,press_SPACE_to_start,78,78,56,21,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.100081,1785217418.293389082,idle,0,0,-29,press_SPACE_to_start,76,76,57,19,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.187837,1785217418.293389082,idle,0,0,-29,press_SPACE_to_start,76,76,57,19,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.279389,1785217418.405211926,idle,0,0,-29,press_SPACE_to_start,76,76,57,19,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.364261,1785217418.516726971,idle,0,0,-29,press_SPACE_to_start,81,81,58,23,0,0,0,0,0,0,0,13,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.449843,1785217418.627184153,idle,0,0,-29,press_SPACE_to_start,77,77,57,20,0,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.536903,1785217418.627184153,idle,0,0,-29,press_SPACE_to_start,77,77,57,20,0,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.623778,1785217418.741651058,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.710017,1785217418.852890968,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,16,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.800769,1785217418.964753866,idle,0,0,-29,press_SPACE_to_start,84,84,59,25,0,0,0,0,0,0,0,17,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.884096,1785217419.076514959,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
1.966779,1785217419.076514959,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.051680,1785217419.190597057,idle,0,0,-29,press_SPACE_to_start,81,81,59,22,0,0,0,0,0,0,0,19,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.140689,1785217419.302304983,idle,0,0,-29,press_SPACE_to_start,81,81,57,24,0,0,0,0,0,0,0,20,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.229058,1785217419.412947893,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,21,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.321755,1785217419.412947893,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,21,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.409213,1785217419.524626017,idle,0,0,-29,press_SPACE_to_start,78,78,56,22,0,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.496307,1785217419.635857821,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.582369,1785217419.750803947,idle,0,0,-29,press_SPACE_to_start,76,76,58,18,0,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.666740,1785217419.862375021,idle,0,0,-29,press_SPACE_to_start,76,76,58,18,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.748131,1785217419.862375021,idle,0,0,-29,press_SPACE_to_start,76,76,58,18,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.837855,1785217419.973948956,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,26,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
2.926682,1785217420.084599018,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.013542,1785217420.199989080,idle,0,0,-29,press_SPACE_to_start,78,78,58,20,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.101561,1785217420.199989080,idle,0,0,-29,press_SPACE_to_start,78,78,58,20,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.189988,1785217420.311322927,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.278194,1785217420.422059059,idle,0,0,-29,press_SPACE_to_start,83,83,59,24,0,0,0,0,0,0,0,30,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.370855,1785217420.532986164,idle,0,0,-29,press_SPACE_to_start,81,81,57,24,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.457258,1785217420.644805193,idle,0,0,-29,press_SPACE_to_start,75,75,57,18,0,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.544280,1785217420.644805193,idle,0,0,-29,press_SPACE_to_start,75,75,57,18,0,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.633957,1785217420.759559870,idle,0,0,-29,press_SPACE_to_start,85,85,59,26,1,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.719500,1785217420.871205091,idle,0,0,-29,press_SPACE_to_start,83,83,58,25,1,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.808313,1785217420.981774092,idle,0,0,-29,press_SPACE_to_start,79,79,56,23,1,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.900641,1785217421.093325138,idle,0,0,-29,press_SPACE_to_start,78,78,55,23,1,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
3.988068,1785217421.093325138,idle,0,0,-29,press_SPACE_to_start,78,78,55,23,1,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.074971,1785217421.208079815,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,1,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.161273,1785217421.319623947,idle,0,0,-29,press_SPACE_to_start,82,82,56,26,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.248909,1785217421.431544065,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.336006,1785217421.431544065,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.428012,1785217421.542664051,idle,0,0,-29,press_SPACE_to_start,81,81,56,25,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.515177,1785217421.656651020,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,0,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.602573,1785217421.768378019,idle,0,0,-29,press_SPACE_to_start,82,82,57,25,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.690381,1785217421.879595995,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.779043,1785217421.879595995,idle,0,0,-29,press_SPACE_to_start,83,83,57,26,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.867619,1785217421.990415096,idle,0,0,-29,press_SPACE_to_start,81,81,57,24,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
4.959711,1785217422.106024027,idle,0,0,-29,press_SPACE_to_start,80,80,57,23,0,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.047118,1785217422.216602087,idle,0,0,-29,press_SPACE_to_start,84,84,57,27,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.135387,1785217422.328453779,idle,0,0,-29,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.223386,1785217422.328453779,idle,0,0,-29,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.311399,1785217422.439723015,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.397647,1785217422.551573992,idle,0,0,-29,press_SPACE_to_start,76,76,57,19,0,0,0,0,0,0,0,49,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.489751,1785217422.665136099,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.577100,1785217422.665136099,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.664830,1785217422.777066946,idle,0,0,-29,press_SPACE_to_start,80,80,57,23,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.753051,1785217422.888767958,idle,0,0,-29,press_SPACE_to_start,79,79,58,21,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.839428,1785217423.000978947,idle,0,0,-29,press_SPACE_to_start,77,77,58,19,0,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
5.925019,1785217423.111166954,idle,0,0,-29,press_SPACE_to_start,78,78,59,19,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.017546,1785217423.111166954,idle,0,0,-29,press_SPACE_to_start,78,78,59,19,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.104085,1785217423.226006031,idle,0,0,-29,press_SPACE_to_start,81,81,59,22,0,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.191508,1785217423.336731911,idle,0,0,-29,press_SPACE_to_start,81,81,57,24,0,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.279293,1785217423.448912859,idle,0,0,-29,press_SPACE_to_start,82,82,57,25,0,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.366690,1785217423.559280157,idle,0,0,-29,press_SPACE_to_start,79,79,55,24,0,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.454289,1785217423.559280157,idle,0,0,-29,press_SPACE_to_start,79,79,55,24,0,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.546751,1785217423.670855999,idle,0,0,-29,press_SPACE_to_start,81,81,57,24,0,0,0,0,0,0,0,59,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.633794,1785217423.786309004,idle,0,0,-29,press_SPACE_to_start,83,83,59,24,0,0,0,0,0,0,0,60,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.719282,1785217423.897778988,idle,0,0,-29,press_SPACE_to_start,74,74,55,19,0,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.808045,1785217423.897778988,idle,0,0,-29,press_SPACE_to_start,74,74,55,19,0,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.896238,1785217424.008692026,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,62,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
6.985398,1785217424.123018026,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,63,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.076654,1785217424.234965086,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,64,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.162179,1785217424.346224785,idle,0,0,-29,press_SPACE_to_start,78,78,56,22,0,0,0,0,0,0,0,65,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.249767,1785217424.346224785,idle,0,0,-29,press_SPACE_to_start,78,78,56,22,0,0,0,0,0,0,0,65,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.337521,1785217424.456800938,idle,0,0,-29,press_SPACE_to_start,77,77,54,23,0,0,0,0,0,0,0,66,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.425272,1785217424.568731785,idle,0,0,-29,press_SPACE_to_start,78,78,55,23,0,0,0,0,0,0,0,67,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.513108,1785217424.680139065,idle,0,0,-29,press_SPACE_to_start,78,78,57,21,0,0,0,0,0,0,0,68,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.605678,1785217424.794560909,idle,0,0,-29,press_SPACE_to_start,81,81,56,25,0,0,0,0,0,0,0,69,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.693491,1785217424.794560909,idle,0,0,-29,press_SPACE_to_start,81,81,56,25,0,0,0,0,0,0,0,69,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.781523,1785217424.905805111,idle,0,0,-29,press_SPACE_to_start,84,84,58,26,0,0,0,0,0,0,0,70,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.869653,1785217425.017951012,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,71,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
7.957236,1785217425.128823996,idle,0,0,-29,press_SPACE_to_start,79,79,56,23,0,0,0,0,0,0,0,72,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.045736,1785217425.243279219,idle,0,0,-29,press_SPACE_to_start,78,78,54,24,0,0,0,0,0,0,0,73,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.137930,1785217425.243279219,idle,0,0,-29,press_SPACE_to_start,78,78,54,24,0,0,0,0,0,0,0,73,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.224739,1785217425.353984118,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,74,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.312992,1785217425.465686083,idle,0,0,-29,press_SPACE_to_start,77,77,56,21,0,0,0,0,0,0,0,75,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.400894,1785217425.580631971,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,76,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.486793,1785217425.580631971,idle,0,0,-29,press_SPACE_to_start,77,77,55,22,0,0,0,0,0,0,0,76,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.574590,1785217425.692147970,idle,0,0,-29,press_SPACE_to_start,78,78,55,23,0,0,0,0,0,0,0,77,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.666253,1785217425.803842068,idle,0,0,-29,press_SPACE_to_start,77,77,51,26,0,0,0,0,0,0,0,78,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.752825,1785217425.914363861,idle,0,0,-29,press_SPACE_to_start,79,79,52,27,0,0,0,0,0,0,0,79,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.840143,1785217426.029561996,idle,0,0,-29,press_SPACE_to_start,71,71,51,20,0,0,0,0,0,0,0,80,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
8.928344,1785217426.029561996,idle,0,0,-29,press_SPACE_to_start,71,71,51,20,0,0,0,0,0,0,0,80,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.017122,1785217426.140382051,idle,0,0,-29,press_SPACE_to_start,85,85,58,27,0,0,0,0,0,0,0,81,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.104243,1785217426.252085924,idle,0,0,-29,press_SPACE_to_start,79,79,58,21,0,0,0,0,0,0,0,82,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.195392,1785217426.363445997,idle,0,0,-29,press_SPACE_to_start,72,72,52,20,0,0,0,0,0,0,0,83,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.283328,1785217426.478461027,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,84,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.370824,1785217426.478461027,idle,0,0,-29,press_SPACE_to_start,80,80,58,22,0,0,0,0,0,0,0,84,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.457777,1785217426.589133024,idle,0,0,-29,press_SPACE_to_start,82,82,57,25,0,0,0,0,0,0,0,85,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.546285,1785217426.700868130,idle,0,0,-29,press_SPACE_to_start,79,79,58,21,0,0,0,0,0,0,0,86,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.633601,1785217426.811872959,idle,0,0,-29,press_SPACE_to_start,78,78,57,21,0,0,0,0,0,0,0,87,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.723163,1785217426.811872959,idle,0,0,-29,press_SPACE_to_start,78,78,57,21,0,0,0,0,0,0,0,87,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.812019,1785217426.926319122,idle,0,0,-29,press_SPACE_to_start,84,84,57,27,0,0,0,0,0,0,0,88,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.898927,1785217427.038455009,idle,0,0,-29,press_SPACE_to_start,81,81,58,23,0,0,0,0,0,0,0,89,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
9.987095,1785217427.149007797,idle,0,0,-29,press_SPACE_to_start,78,78,59,19,0,0,0,0,0,0,0,90,0,0,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,,,,,,,0
