elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785221535.962565184,idle,0,0,-26,press_SPACE_to_start,64,64,41,23,1,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.740916,23,239.092212,5088.458826,,0,,,80.740916,,,0,0,0,0,
0.193874,1785221536.183802843,idle,0,0,-26,press_SPACE_to_start,63,63,39,24,1,0,0,0,0,0,0,2,0,1,1,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,80.357407,23,271.895659,6124.453305,,0,,,80.357407,,,0,0,0,0,
0.289192,1785221536.298207045,idle,0,0,-26,press_SPACE_to_start,59,59,38,21,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.580450,22,261.957911,5427.558419,,0,,,79.580450,,,0,0,0,0,
0.381776,1785221536.298207045,idle,0,0,-26,press_SPACE_to_start,59,59,38,21,1,0,0,0,0,0,0,3,0,1,1,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,,,,,,0,79.580450,22,261.957911,5427.558419,,0,,,79.580450,,,0,0,0,0,
0.476934,1785221536.411378860,idle,0,0,-26,press_SPACE_to_start,61,61,37,24,2,1,0,0,1,4,1,0,0,1,1,4,1,35.781250,77.765625,56.773438,400.250000,862.750000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,851.000000,,,,,0,79.667906,23,241.331792,5143.970667,,0,,,79.667906,,,0,0,0,0,
0.527387,1785221536.521474123,idle,0,0,-26,press_SPACE_to_start,69,69,38,31,2,1,0,1,1,11,2,0,1,1,1,5,1,35.781250,77.437500,56.609375,400.250000,888.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,844.500000,,,,,0,79.731938,22,225.254813,4576.695138,-1.152654,11,252.409693,58.007765,79.731938,,,0,0,0,0,
0.578309,1785221536.521474123,idle,0,0,-26,press_SPACE_to_start,69,69,38,31,2,1,0,1,1,11,2,0,1,1,1,5,1,35.781250,77.437500,56.609375,400.250000,888.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,844.500000,,,,,0,79.731938,22,225.254813,4576.695138,-1.152654,11,252.409693,58.007765,79.731938,,,0,0,0,0,
0.629316,1785221536.632128000,idle,0,0,-26,press_SPACE_to_start,69,69,39,30,2,1,0,1,1,9,3,0,1,1,1,5,1,37.453125,77.437500,57.445312,402.750000,888.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,849.500000,,,,,0,79.681795,24,325.182379,7064.464201,7.131379,9,227.344976,137.241279,79.681795,,,0,0,0,0,
0.680322,1785221536.632128000,idle,0,0,-26,press_SPACE_to_start,69,69,39,30,2,1,0,1,1,9,3,0,1,1,1,5,1,37.453125,77.437500,57.445312,402.750000,888.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,849.500000,,,,,0,79.681795,24,325.182379,7064.464201,7.131379,9,227.344976,137.241279,79.681795,,,0,0,0,0,
0.731328,1785221536.743366003,idle,0,0,-26,press_SPACE_to_start,65,65,40,25,2,1,0,1,1,5,4,0,1,1,1,5,1,37.453125,77.437500,57.445312,402.750000,888.000000,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,877.500000,,,,,0,79.528769,23,254.903564,3340.610107,14.836198,5,182.812209,589.340950,79.528769,,,0,0,0,0,
