elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,pair_reacquiring,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles,parallel_cd_missing_scans,parallel_no_improvement_scans,parallel_best_heading_deg
0.000005,1785220561.272836208,idle,0,0,-26,press_SPACE_to_start,85,85,57,28,1,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,738.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.191683,1785220561.494159937,idle,0,0,-26,press_SPACE_to_start,85,85,58,27,2,0,0,0,0,0,0,2,0,1,0,2,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,741.000000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.285861,1785220561.605967760,idle,0,0,-26,press_SPACE_to_start,84,84,59,25,2,0,0,0,0,0,0,3,0,1,0,3,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,742.000000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.371116,1785220561.720159054,idle,0,0,-26,press_SPACE_to_start,83,83,58,25,2,0,0,0,0,0,0,4,0,1,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,743.000000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.454697,1785220561.720159054,idle,0,0,-26,press_SPACE_to_start,83,83,58,25,2,0,0,0,0,0,0,4,0,1,0,4,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,743.000000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.504999,1785220561.831662178,idle,0,0,-26,press_SPACE_to_start,83,83,57,26,2,0,0,0,0,0,0,5,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,743.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.590644,1785220561.942981005,idle,0,0,-26,press_SPACE_to_start,86,86,57,29,2,0,0,0,0,0,0,6,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,743.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.677711,1785220561.942981005,idle,0,0,-26,press_SPACE_to_start,86,86,57,29,2,0,0,0,0,0,0,6,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,743.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.767881,1785220562.054305077,idle,0,0,-26,press_SPACE_to_start,91,91,57,34,2,0,0,0,1,3,1,0,0,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,741.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
0.855558,1785220562.166406870,idle,0,0,-26,press_SPACE_to_start,91,91,57,34,2,0,0,1,1,5,2,0,1,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,741.000000,,,,,0,,0,,,-66.537674,5,352.345059,21.121391,-66.537674,,,0,0,0,0,
0.941881,1785220562.280124903,idle,0,0,-26,press_SPACE_to_start,89,89,58,31,2,0,0,1,1,3,3,0,1,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,737.750000,,,,,0,,0,,,-57.330183,4,362.932772,117.970751,-57.330183,,,0,0,0,0,
1.028996,1785220562.392076015,idle,0,0,-26,press_SPACE_to_start,88,88,56,32,3,0,0,1,0,0,0,1,1,1,0,5,0,,,,,,0,,,,,,,,two_tangents_not_visible,,,,,,,0,0,0,0,0,0,,735.500000,,,,,0,,0,,,,0,,,,,,0,0,0,0,
