elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.003968,1785155641.728931189,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,8:932.8:1746.7:2033.9:2075.3|3:-133.4:-13.1:2082.8:2091.2|17:-2171.4:-701.4:2089.0:2136.3
0.194568,1785155641.840820074,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,17:786.8:1746.7:2033.9:2087.1|6:-133.4:36.6:2082.8:2096.2|36:-2182.1:-644.0:2085.9:2138.2
0.243784,1785155641.951935053,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,16:786.8:1732.3:2035.0:2087.1|36:-2182.1:-644.0:2075.5:2138.2|6:-91.6:36.6:2084.2:2096.2
0.338609,1785155642.066401958,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,12:910.2:1718.8:2035.8:2076.3|34:-2091.8:-654.4:2075.5:2134.4|6:-91.6:29.1:2083.6:2091.1
0.438806,1785155642.177968025,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,10:1045.7:1718.8:2036.0:2067.6|34:-2100.8:-657.0:2079.7:2134.4|6:-97.0:29.1:2083.6:2096.1
0.569865,1785155642.289490938,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,11:957.8:1710.0:2036.8:2067.6|33:-2100.8:-664.5:2080.2:2137.9|8:-167.0:72.0:2090.4:2096.1
0.671748,1785155642.404449940,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,12:949.0:1774.7:2031.5:2064.6|9:-167.0:72.0:2086.4:2099.9|34:-2143.2:-673.7:2089.0:2138.6
0.801552,1785155642.515851974,search_cars,lidar_search_first_car:0/3,90,0,0,3,,,,,,,,,,,,,,,,,,,,15:941.1:1857.4:2030.3:2081.6|8:-119.7:109.3:2081.4:2099.9|36:-2162.0:-686.0:2091.8:2138.6
0.900226,1785155642.630250931,search_cars,lidar_search_first_car:0/3,90,0,0,3,,,,,,,,,,,,,,,,,,,,26:-2162.0:-695.1:1879.4:2136.2|6:-185.2:109.3:2010.8:2095.9|26:553.9:1905.4:2030.3:2171.5
0.999817,1785155642.741408110,search_cars,lidar_search_first_car:1/3,90,0,0,3,,,,,,,,,,,,,,,,,,,,22:-2055.6:-798.2:1879.4:2115.9|27:553.9:1905.4:1953.7:2171.5|4:-185.2:-43.2:2010.8:2029.3
1.130076,1785155642.852216005,search_cars,lidar_search_first_car:2/3,90,0,0,2,,,,,,,,,,,,,,,,,,,,29:347.1:1838.9:1953.7:2193.9|39:-2112.6:-43.2:2029.1:2201.1
1.230417,1785155642.967586040,track_gap,lidar_first_car_seen_wait_open:0/6,50,0,0,2,,,,,,,,,,,,,,,,,,,,29:347.1:1838.9:2089.5:2193.9|42:-2113.1:-346.0:2119.5:2201.1
1.329032,1785155643.079086065,track_gap,lidar_first_car_seen_wait_open:0/6,50,0,0,2,,,,,,,,,,,,,,,,,,,,21:739.6:1772.8:2089.5:2185.3|43:-2113.1:-280.0:2127.2:2258.8
1.461085,1785155643.193223953,track_gap,lidar_first_car_seen_wait_open:0/6,50,0,0,2,,,,,,,,,,,,,,,,,,,,34:-2172.7:-280.0:2091.1:2258.8|20:745.5:1879.3:2136.9:2191.9
1.560231,1785155643.304520845,track_gap,lidar_first_car_seen_wait_open:0/6,50,0,0,2,,,,,,,,,,,,,,,,,,,,13:-2172.7:-1163.3:2060.1:2177.8|20:994.7:2000.6:2166.9:2205.3
