elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.003166,1785156287.818958998,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,21:-2061.9:-489.0:2033.9:2163.9|17:518.5:1789.7:2147.4:2172.7|3:2161.5:2410.4:2170.3:2184.0
0.211647,1785156287.929887056,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,41:-2068.8:-489.0:2029.7:2163.9|33:513.6:1789.7:2147.4:2181.3|5:2144.5:2410.4:2170.3:2184.0
0.240117,1785156288.044447899,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,42:-2192.1:-500.0:2026.4:2168.6|32:510.9:1782.8:2144.3:2183.0|4:2139.1:2399.1:2172.0:2180.4
0.369526,1785156288.155869961,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,44:-2194.7:-500.0:2024.3:2176.0|31:510.9:1777.7:2144.3:2183.0|3:2132.0:2396.3:2175.5:2180.4
0.468352,1785156288.267849922,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,44:-2198.9:-501.1:2021.6:2177.5|34:572.8:2132.0:2147.2:2181.3
0.602858,1785156288.382871151,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,44:-2198.9:-381.7:2021.6:2182.1|37:501.7:2221.6:2148.8:2183.0
0.703827,1785156288.493921995,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2104.2:-381.7:2033.5:2182.1|38:495.2:2221.6:2149.4:2183.0
0.801383,1785156288.608056068,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,40:-2104.3:-575.7:2031.0:2159.6|39:495.2:2636.7:2144.9:2178.5
0.932072,1785156288.719087124,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,40:-2104.3:-578.0:2028.6:2159.6|39:555.3:2637.1:2133.6:2171.2
1.002256,1785156288.831773996,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,40:-2104.1:-573.9:2028.6:2160.6|36:555.3:2219.3:2132.9:2170.0
