elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.001158,1785156060.636195183,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,18:-2028.2:-666.5:2013.9:2128.1|16:588.2:2039.1:2128.3:2165.2
0.191633,1785156060.858633041,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,37:-2189.9:-631.4:2002.3:2131.7|32:563.2:2039.1:2128.3:2170.2
0.330666,1785156060.970166922,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,39:-2189.9:-577.0:2002.3:2139.3|34:549.9:2078.0:2136.2:2170.2
0.428443,1785156061.084146976,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,39:-2113.5:-577.0:2015.3:2139.3|37:540.9:2078.0:2136.4:2163.4
0.518258,1785156061.196264029,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,37:-2116.6:-584.4:2014.1:2134.2|36:540.9:2064.7:2136.4:2164.4
0.659722,1785156061.307129145,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,36:-2118.3:-715.9:2011.3:2120.4|34:602.4:2062.9:2137.0:2166.6
0.758530,1785156061.421251059,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,35:-2118.3:-717.0:2005.7:2120.2|34:601.1:2060.5:2136.9:2166.6
0.891596,1785156061.533327103,search_cars,lidar_search_first_car:0/3,90,0,0,2,,,,,,,,,,,,,,,,,,,,37:-2145.3:-606.4:2005.7:2141.3|33:590.6:2060.5:2130.5:2166.6
0.989225,1785156061.644180059,search_cars,lidar_search_first_car:0/3,90,0,0,2,,,,,,,,,,,,,,,,,,,,31:-2145.3:-330.2:1805.4:2141.3|26:289.3:2037.9:1959.7:2166.4
1.091870,1785156061.758642912,search_cars,lidar_search_first_car:0/3,90,0,0,2,,,,,,,,,,,,,,,,,,,,33:-2189.2:-330.2:1805.4:2153.6|27:289.3:1933.0:1959.7:2189.8
