elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.002973,1785156842.493189096,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,15:-674.4:-640.1:-211.2:58.8|14:-2162.7:-1045.7:1870.7:1987.5|18:-586.2:474.4:1947.7:2042.1|12:870.6:2023.5:2033.3:2069.3
0.196059,1785156842.715567112,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-676.3:-639.0:-225.7:58.8|27:-2162.7:-1012.9:1870.7:1992.0|34:-586.2:474.4:1947.7:2042.1|25:836.1:2057.7:2033.3:2069.3
0.311724,1785156842.830100060,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-676.3:-632.9:-225.7:60.6|26:-2134.5:-1012.9:1877.1:1992.0|34:-637.3:379.1:1949.5:2033.0|25:836.1:2057.7:2030.0:2059.8
0.412908,1785156842.941774130,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-818.6:-626.4:-203.5:169.8|64:-2161.3:405.9:1871.6:2034.9|22:880.6:2032.3:2029.8:2057.9
0.498241,1785156843.052989006,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,28:-825.4:-612.3:-203.0:169.8|30:-2175.3:-982.1:1867.1:1994.3|35:-593.1:405.9:2003.7:2034.9|21:923.1:1773.8:2029.8:2053.0
0.640062,1785156843.167085171,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,29:-826.1:-611.8:-209.2:168.6|28:-2175.3:-987.2:1867.1:1994.0|34:-546.5:397.8:2003.9:2034.7|23:913.8:2392.2:2040.0:2081.8
0.743442,1785156843.279302835,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,31:-826.1:-611.8:-217.0:164.1|26:-1991.0:-999.6:1885.3:1994.0|34:-555.4:390.5:2002.7:2032.8|25:837.7:2083.2:2038.5:2060.5
0.880173,1785156843.391086102,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,26:-640.5:-602.7:-217.0:62.2|27:-2116.1:-1010.2:1881.4:1993.4|34:-562.0:382.4:2000.9:2032.1|26:837.7:2062.6:2037.5:2060.5
0.980429,1785156843.504609108,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,23:-616.6:-602.7:-156.0:57.7|64:-2138.6:421.2:1874.4:2030.8|24:880.8:2055.0:2030.0:2059.2
1.082950,1785156843.616641045,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,25:-637.2:-604.7:-204.8:55.9|66:-2160.2:421.2:1871.6:2032.8|23:868.5:2030.2:2025.6:2059.2
1.205867,1785156843.726908922,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,27:-837.5:-616.1:-204.8:167.3|30:-2179.0:-980.6:1865.2:1995.3|35:-589.8:409.0:2001.1:2035.8|27:851.6:2687.2:2025.6:2077.0
1.309396,1785156843.842330933,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,26:-837.5:-613.6:-168.3:167.3|28:-2179.0:-997.5:1865.2:1995.3|34:-562.6:393.4:2005.3:2035.8|28:851.6:2637.9:2038.0:2077.0
1.433875,1785156843.953222990,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,26:-638.7:-613.6:-200.0:62.1|28:-2150.0:-970.5:1876.2:1998.0|35:-583.7:416.8:2002.6:2037.1|27:871.6:2691.6:2025.5:2070.5
1.536541,1785156844.065029860,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,28:-638.7:-618.7:-205.4:56.6|30:-2174.5:-970.5:1872.7:1999.0|35:-583.7:416.8:2002.6:2040.2|24:859.1:1880.2:2025.5:2054.9|5:2268.5:2691.6:2049.0:2084.4
1.665491,1785156844.179589987,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,28:-836.8:-618.7:-208.9:168.1|30:-2182.2:-991.2:1861.8:1999.0|34:-546.1:403.5:2007.4:2040.2|29:859.1:2671.1:2032.4:2084.4
1.771022,1785156844.291574001,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,27:-836.8:-619.5:-208.9:168.1|28:-2182.2:-1000.8:1861.8:1993.7|34:-554.8:393.6:2002.8:2036.6|28:840.4:2635.9:2034.8:2079.3
1.895191,1785156844.403311014,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,26:-635.0:-618.9:-158.9:63.6|25:-2009.8:-1009.9:1887.2:1992.7|34:-563.7:383.0:2000.9:2034.7|26:840.4:2065.6:2038.6:2074.3
1.991868,1785156844.517102003,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,26:-635.0:-618.9:-161.5:59.4|25:-2134.7:-1030.2:1877.3:1988.2|35:-575.2:421.6:2000.9:2034.7|25:881.5:2056.4:2031.0:2074.3|3:2593.6:2700.5:2038.5:2078.1
2.092298,1785156844.628751755,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,25:-635.0:-616.7:-164.7:55.7|64:-2137.9:421.6:1872.9:2034.5|29:875.1:2700.5:2031.0:2084.6
2.222002,1785156844.739952087,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,26:-637.2:-616.7:-203.2:54.3|64:-2139.8:419.1:1872.9:2038.7|29:875.1:2698.6:2032.2:2088.3
2.319962,1785156844.854277134,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,26:-637.2:-618.4:-203.2:54.3|28:-2156.3:-974.2:1872.4:2005.7|35:-585.7:418.8:2003.4:2040.4|23:870.6:2037.0:2029.9:2072.9|3:2589.0:2696.2:2049.1:2088.3
2.447197,1785156844.966019154,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,27:-634.7:-615.9:-208.2:67.9|28:-2174.2:-990.9:1872.4:1998.3|35:-585.7:414.0:2003.4:2040.4|26:870.6:2688.4:2029.9:2082.5
2.545837,1785156845.076593876,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,32:-838.3:-615.9:-210.8:170.6|29:-2179.4:-990.9:1871.7:1998.3|34:-542.6:404.1:2003.9:2040.4|29:920.6:2666.7:2030.7:2082.5
2.681223,1785156845.191241026,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,32:-838.3:-618.6:-213.1:170.6|29:-2198.3:-993.5:1871.7:1995.3|36:-546.9:512.2:2000.9:2037.0|27:920.6:2639.5:2020.5:2074.6
