elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.002108,1785156855.330114126,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,15:-642.8:-619.7:-207.7:52.9|14:-2152.9:-1042.0:1885.0:1999.0|16:-523.3:358.9:2019.0:2051.6|12:880.5:1789.2:2048.0:2069.7|4:2158.4:2695.2:2054.1:2101.4
0.186746,1785156855.546334982,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,30:-643.0:-619.0:-207.7:53.3|29:-2152.9:-972.1:1885.0:2007.0|32:-523.3:361.5:2018.5:2053.2|25:815.9:1790.5:2043.9:2071.3|7:2158.4:2705.0:2054.1:2101.4
0.337712,1785156855.659760952,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,30:-645.7:-619.0:-206.1:53.5|30:-2155.1:-972.1:1884.8:2007.9|32:-525.7:361.5:2018.5:2053.2|29:815.1:2161.2:2043.9:2080.9|4:2598.5:2705.0:2057.5:2096.0
0.435789,1785156855.769294024,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,29:-645.7:-618.3:-207.2:53.5|29:-2161.4:-979.3:1884.8:2007.9|32:-529.8:360.5:2018.9:2051.3|28:815.1:2161.2:2043.1:2080.9|4:2592.2:2704.3:2055.3:2099.1
0.569681,1785156855.883369923,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,30:-643.7:-618.3:-208.3:70.0|29:-2162.9:-979.5:1885.1:2007.0|32:-529.8:355.7:2019.2:2049.9|25:810.4:1783.9:2041.9:2073.8|4:2591.4:2695.2:2055.3:2099.6
0.670983,1785156855.995260954,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,31:-643.7:-619.3:-208.3:70.0|30:-2166.8:-979.5:1883.5:2007.0|33:-591.0:354.0:2017.2:2044.6|26:808.0:1779.9:2041.9:2074.4|4:2587.9:2694.0:2059.0:2100.3
0.770745,1785156856.106205940,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,28:-643.7:-620.1:-208.0:69.0|62:-2177.5:350.8:1883.5:2048.5|29:803.8:2160.9:2045.5:2087.9|4:2579.7:2693.7:2059.8:2104.2
0.899554,1785156856.221349955,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,27:-642.3:-618.3:-210.6:67.6|30:-2177.5:-924.8:1871.3:2024.8|31:-477.9:410.0:2016.9:2052.2|33:803.8:2693.7:2030.7:2104.2
0.999549,1785156856.333338976,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,27:-642.3:-618.3:-210.6:67.9|30:-2169.4:-990.7:1859.3:2007.6|64:-484.7:2691.3:2016.9:2112.4
1.098246,1785156856.443736076,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,29:-647.0:-618.3:-214.9:67.9|3:2324.2:2356.8:1356.4:1428.3|28:-2166.2:-997.2:1859.3:2005.5|63:-552.7:2691.3:1995.0:2112.4
