elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.003531,1785156939.816606045,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,18:-805.0:-587.0:-141.4:238.9|11:-2033.0:-1177.4:1860.8:1940.2|9:-289.5:165.6:1977.5:1992.9|11:1134.0:2336.1:2014.3:2036.1
0.187555,1785156939.926660061,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,35:-811.3:-587.0:-141.9:238.9|23:-2165.6:-1177.4:1852.7:1940.2|17:-298.7:165.6:1974.0:1994.6|20:1121.2:2336.1:2014.3:2044.1
0.235629,1785156940.041670799,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,36:-811.3:-586.0:-146.0:252.6|24:-2193.2:-1184.0:1852.7:1934.4|17:-312.5:156.4:1974.0:1994.6|19:1100.3:2082.4:2009.5:2044.1
0.332152,1785156940.152610064,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,38:-798.3:-586.0:-151.0:252.6|23:-2193.2:-1203.6:1854.6:1934.4|19:-322.2:248.3:1978.4:1994.9|20:1089.8:2260.0:2007.9:2031.6
0.465629,1785156940.266711950,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,37:-797.8:-587.7:-151.0:248.9|23:-2110.8:-1161.0:1852.2:1946.6|19:-322.2:248.3:1972.2:2006.7|19:1081.4:2260.0:2007.9:2031.9
0.558961,1785156940.379200935,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,36:-801.1:-587.2:-139.2:243.0|23:-2110.8:-1161.0:1852.2:1946.6|20:-341.2:228.1:1972.2:2006.7|18:1066.4:2001.2:2008.7:2031.9
0.658954,1785156940.490900040,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,37:-805.3:-587.2:-142.3:264.8|16:-2167.4:-1169.2:1760.0:1939.9|13:-677.1:228.1:1866.7:1993.0|10:1066.4:1858.2:1896.0:2026.2
0.798040,1785156940.604993105,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,37:-805.3:-587.6:-142.3:264.8|9:-2167.4:-1651.0:1760.0:1793.7|12:-680.9:216.4:1866.7:1971.4|9:1127.9:1839.9:1896.0:2038.7
0.896016,1785156940.716202021,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,38:-720.7:-589.3:-128.3:337.3|13:-2167.0:-1178.1:1762.4:1960.8|12:-680.9:216.4:1888.2:2029.2|18:1127.9:2363.8:2017.8:2073.5
1.024272,1785156940.826937199,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,40:-745.0:-595.9:-108.2:363.7|14:-2167.0:-1178.1:1861.0:1960.8|12:-333.6:179.2:1970.5:2029.2|17:1169.6:2363.8:2037.9:2125.9
1.122902,1785156940.942358017,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,40:-745.0:-599.6:-71.0:407.6|9:-2007.7:-1466.5:1840.8:1918.8|16:-339.2:179.2:1970.5:2021.3|18:1140.9:2346.8:2080.9:2173.4
1.221413,1785156941.053143024,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,39:-790.2:-606.0:-85.2:432.6|8:-2197.9:-1466.5:1813.9:1918.8|15:-396.2:58.3:1975.1:2021.3|19:1134.5:2353.7:2120.5:2173.4
1.319907,1785156941.167845011,search_cars,ultrasonic_search_first_car SR=None,100,0,0,4,,,,,,,,,,,,,,,,,,,,39:-790.2:-609.5:-85.2:484.9|5:-2197.9:-1669.0:1813.9:1841.0|15:-396.2:58.3:1975.1:2022.5|17:1134.5:2353.7:2120.5:2217.3
1.452935,1785156941.279439926,search_cars,ultrasonic_search_first_car SR=None,100,0,0,3,,,,,,,,,,,,,,,,,,,,37:-788.3:-615.5:-60.9:518.7|6:-283.8:3.8:1997.1:2022.5|9:1151.5:2054.1:2149.6:2217.3
