elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.003343,1785155608.981163025,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,21:-2161.3:-534.2:2044.3:2155.3|19:532.0:2153.2:2136.2:2164.1
0.197525,1785155609.091895103,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2168.7:-534.2:2043.4:2155.3|37:528.9:2153.2:2127.1:2164.1
0.248948,1785155609.204041004,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2174.4:-476.6:2039.9:2163.6|34:526.4:1794.3:2127.1:2164.1
0.343620,1785155609.318634987,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2196.3:-476.6:2039.9:2163.6|39:452.8:2387.9:2126.4:2164.9
0.445209,1785155609.429573059,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,41:-2196.3:-486.7:2044.6:2153.4|41:449.9:2387.9:2126.4:2166.0
0.575670,1785155609.541316032,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,41:-2199.6:-492.6:2044.6:2165.9|34:449.9:1762.0:2128.6:2166.0|4:2111.6:2381.7:2146.4:2156.3
0.676162,1785155609.658571959,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,41:-2199.6:-492.6:2045.6:2165.9|32:576.1:1761.6:2127.7:2166.7|4:2111.6:2381.7:2145.3:2153.9
0.779588,1785155609.768926859,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,41:-2102.4:-498.3:2052.2:2166.4|36:571.8:2380.6:2123.3:2167.1
0.906480,1785155609.881500959,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2122.4:-498.3:2052.9:2166.4|37:561.1:2375.4:2123.3:2167.1
1.005178,1785155609.993323088,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,40:-2122.4:-452.8:2052.9:2171.0|39:553.0:2342.9:2124.3:2165.2
1.139200,1785155610.103952885,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,40:-2141.3:-452.8:2046.5:2171.0|41:549.4:2600.3:2128.7:2165.9
1.235980,1785155610.216262817,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,43:-2144.8:-459.3:2044.3:2169.4|42:543.4:2600.3:2129.3:2166.9
1.370134,1785155610.330316067,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,42:-2159.9:-464.6:2044.3:2168.5|40:536.4:2595.4:2132.1:2166.9
1.469494,1785155610.441987991,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,41:-2170.0:-533.9:2045.2:2158.7|36:526.4:2164.0:2124.7:2166.6
1.568725,1785155610.555916071,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,3:-2145.8:-2073.5:703.1:746.4|43:-2193.3:-485.1:2045.3:2154.6|39:450.1:2557.1:2124.7:2167.0
1.700038,1785155610.667464972,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,8:-2142.1:-1740.1:699.4:986.4|41:-2193.3:-485.1:2045.3:2154.6|39:449.5:2388.1:2125.9:2179.1
1.799363,1785155610.778901100,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,12:-2187.8:-1740.1:646.1:986.4|40:-2091.1:-490.9:2052.7:2158.4|38:449.5:2380.4:2127.3:2179.1
1.930001,1785155610.893880129,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,12:-2187.8:-1657.6:646.1:990.5|41:-2091.1:-490.9:2052.7:2158.8|37:449.7:2378.1:2122.6:2176.8
2.028966,1785155611.005553961,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,12:-1999.3:-1516.7:769.3:1144.8|40:-2128.3:-499.0:2049.6:2161.3|37:506.2:2335.3:2122.6:2166.5
2.127809,1785155611.116121054,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,9:-1947.2:-1516.7:800.3:1144.8|41:-2153.4:-514.5:2044.7:2161.3|38:538.7:2335.3:2126.8:2165.5
2.260423,1785155611.231728792,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,11:-1851.3:-1380.8:870.0:1210.9|40:-2153.4:-530.4:2044.7:2157.4|37:525.6:2167.0:2124.7:2168.5
2.356486,1785155611.342811823,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,13:-1806.9:-1380.8:900.3:1210.9|37:-2068.5:-542.3:2055.0:2157.4|38:525.6:2556.8:2124.7:2168.5
2.490993,1785155611.453701973,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,15:-1761.9:-1277.2:916.3:1225.4|36:-1981.5:-501.1:2055.6:2157.2|38:501.2:2390.5:2124.4:2163.6
2.596284,1785155611.568965912,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,18:-1760.3:-1272.4:916.3:1225.4|35:-1792.7:-501.1:2066.8:2162.5|38:501.2:2357.1:2124.4:2165.8
2.691875,1785155611.679650068,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,14:-1607.2:-1149.5:1007.3:1286.5|33:-1716.3:-462.3:2071.7:2169.0|39:544.8:2594.7:2127.0:2167.6
2.821964,1785155611.790838003,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,13:-1504.6:-1149.5:1060.9:1286.5|30:-1547.7:-462.3:2088.0:2169.0|39:536.7:2594.7:2132.0:2167.6
2.920116,1785155611.905834913,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,11:-1457.7:-1182.8:1087.3:1246.4|26:-1470.9:-531.0:2098.3:2157.2|34:536.1:1807.5:2133.3:2165.2
3.052418,1785155612.017723799,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,14:-1458.0:-943.1:1076.4:1321.5|23:-1314.6:-532.8:2115.3:2165.0|36:536.1:2163.8:2133.7:2165.1
3.149868,1785155612.131335020,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,20:-1458.0:-857.1:1076.4:1342.2|21:-1238.9:-482.6:2117.7:2165.9|36:523.0:2152.2:2126.1:2168.1
3.286609,1785155612.242936134,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,19:-1413.9:-818.3:1098.5:1351.9|37:511.7:2140.4:2126.1:2168.1|18:-1095.4:-482.6:2129.8:2165.9
3.384117,1785155612.355272055,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,16:-1321.8:-773.0:1144.6:1356.7|37:507.5:2110.7:2120.1:2165.8|14:-960.5:-491.8:2135.4:2160.0
3.481306,1785155612.468739033,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,16:-1076.0:-723.8:1221.0:1357.6|34:502.9:1746.7:2120.1:2165.8|11:-897.3:-501.0:2141.4:2156.6|4:2102.8:2512.4:2152.2:2158.8
3.611393,1785155612.580515146,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,18:-1070.8:-547.7:1221.0:1377.1|41:433.1:2501.7:2122.3:2177.6|7:-762.9:-501.0:2143.3:2156.6
3.712017,1785155612.692666054,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,20:-1027.0:-456.1:1236.9:1377.1|43:433.1:2501.7:2121.7:2177.6|3:-634.8:-567.8:2144.9:2149.7
3.842084,1785155612.806716919,idle,waiting_for_start,0,0,0,2,,,,,,,,,,,,,,,,,,,,22:-1027.0:-418.1:1236.9:1378.9|42:489.5:2343.4:2121.7:2165.4
3.942514,1785155612.917464018,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,21:-841.5:-337.9:1279.0:1378.9|5:-2146.2:-1929.6:2053.1:2074.9|39:489.5:2594.4:2117.3:2165.4
4.040115,1785155613.029649973,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,21:-847.9:-337.9:1271.2:1368.1|8:-2146.2:-1716.7:2035.3:2074.9|37:609.2:2597.0:2117.3:2164.7
4.176539,1785155613.144474030,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,23:-847.9:-144.0:1271.2:1368.0|11:-2150.1:-1562.0:2034.8:2089.4|33:538.4:1817.2:2133.5:2167.1|6:2175.7:2597.0:2152.6:2164.4
4.277343,1785155613.254817009,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,23:-710.5:-74.0:1280.9:1350.9|3:-1852.2:-1811.4:1369.0:1507.3|14:-2177.5:-1408.0:2034.8:2105.9|40:527.1:2595.2:2124.7:2167.1
4.401811,1785155613.370389938,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,24:-599.3:-3.0:1300.0:1353.6|6:-1852.2:-1468.7:1352.8:1520.9|14:-2177.5:-1340.3:2043.9:2112.7|39:513.5:2558.7:2124.7:2164.7
4.503825,1785155613.480514050,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,27:-596.3:103.9:1300.0:1353.7|4:-1522.6:-1389.0:1473.9:1520.9|13:-1759.0:-1195.4:2055.0:2125.1|38:503.9:2513.3:2122.8:2166.4
4.602914,1785155613.592391968,idle,waiting_for_start,0,0,0,5,,,,,,,,,,,,,,,,,,,,28:-519.5:177.2:1309.9:1355.3|3:-1434.2:-1381.7:1473.9:1508.4|16:-1706.2:-1055.9:2074.4:2140.1|33:503.9:1745.1:2122.4:2166.4|4:2097.5:2513.3:2150.1:2159.7
4.734963,1785155613.703555107,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-440.7:249.1:1311.1:1355.3|21:-1715.1:-850.0:2063.3:2140.7|38:549.1:2346.4:2122.4:2164.7
4.832402,1785155613.819184065,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,29:-366.3:320.5:1312.3:1350.2|3:-1393.1:-1358.9:1369.5:1511.7|25:-1715.1:-730.2:2063.3:2149.1|36:549.1:2588.2:2130.6:2165.7
4.971087,1785155613.929378986,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,28:-296.7:438.5:1321.8:1348.6|6:-1413.9:-1087.6:1369.5:1511.7|25:-1649.1:-612.4:2076.6:2149.1|28:802.6:2167.9:2125.1:2158.5
