elapsed_s,lidar_timestamp,state,reason,speed,steering,pair_valid,car_count,gap_width_mm,car1_x_mm,car1_y_back_mm,car2_x_mm,car2_y_back_mm,entrance_x_mm,entrance_y_back_mm,depth_x,depth_y_back,decision_angle_deg,heading_error_deg,lateral_error_mm,depth_progress_mm,depth_remaining_mm,target_x_mm,target_y_back_mm,curvature_per_mm,geometric_steering,physical_steering,clusters
0.003697,1785156578.388809919,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,13:-1984.4:-936.4:1901.7:2021.1|14:-488.7:277.8:2022.4:2054.0|7:861.1:1690.8:2075.6:2096.2
0.177941,1785156578.615119219,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,27:-1984.4:-936.4:1896.6:2021.2|27:-489.0:277.8:2019.7:2054.0|17:861.1:2295.1:2061.8:2124.9
0.260743,1785156578.726512909,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-1985.6:-938.5:1896.6:2021.2|27:-551.9:273.4:2019.7:2054.6|15:857.0:2295.1:2061.8:2123.9
0.384316,1785156578.840986013,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,27:-1992.2:-942.1:1900.8:2019.0|29:-554.2:330.1:2021.9:2062.5|12:850.5:1689.3:2075.8:2094.3
0.510254,1785156578.952453136,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,27:-1992.2:-942.3:1899.5:2016.4|31:-555.4:330.6:2021.9:2062.5|8:849.8:1668.4:2072.6:2084.6
0.616482,1785156579.063476086,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-1989.6:-939.2:1899.5:2019.8|29:-555.4:330.6:2022.0:2061.7|6:1234.3:1687.3:2072.6:2095.3
0.716281,1785156579.178642035,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2199.9:-934.0:1886.1:2021.7|27:-490.3:283.0:2019.7:2054.3|14:856.4:2042.7:2062.6:2114.1
0.814349,1785156579.290127039,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2199.9:-934.0:1886.1:2021.7|27:-486.8:283.0:2019.7:2054.3|17:863.5:2295.6:2062.6:2123.2
0.949298,1785156579.404666185,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-1984.7:-937.1:1901.0:2021.1|27:-490.6:276.1:2020.4:2054.0|17:861.5:2295.6:2063.8:2128.0
1.048790,1785156579.516173124,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-1988.6:-939.5:1899.5:2019.1|29:-554.0:276.1:2021.5:2054.1|11:854.5:1689.3:2076.2:2095.6
1.176640,1785156579.626787186,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2112.8:-942.8:1893.0:2021.0|30:-560.3:271.6:2019.5:2054.1|12:847.7:1893.1:2072.7:2108.3
1.282156,1785156579.741276979,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2129.0:-952.5:1886.7:2021.0|29:-560.3:265.3:2019.5:2053.9|15:841.9:2099.3:2066.1:2108.3
1.404845,1785156579.852791071,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2167.7:-964.0:1886.7:2016.8|28:-511.6:302.6:2020.7:2059.4|13:841.9:2099.3:2061.9:2103.7
1.504447,1785156579.964815855,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2193.7:-930.3:1890.2:2023.7|27:-464.9:302.6:2018.7:2059.4|14:867.8:1721.9:2061.9:2089.9
1.606363,1785156580.079343081,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2193.7:-930.3:1890.2:2023.7|26:-491.2:288.7:2018.7:2054.1|14:856.9:1703.9:2063.2:2094.0
1.738520,1785156580.190280914,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2114.3:-940.4:1890.2:2018.5|27:-505.0:263.0:2019.0:2053.7|15:846.7:2257.6:2073.0:2116.8
1.838590,1785156580.301795006,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2147.4:-956.7:1889.4:2018.5|28:-520.5:263.0:2019.0:2053.7|15:846.7:2257.6:2064.7:2116.8
1.972597,1785156580.416703939,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2173.5:-923.6:1885.3:2023.7|28:-520.5:294.1:2020.8:2059.9|12:882.6:1713.8:2064.7:2088.0
2.072231,1785156580.527682066,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2173.5:-923.6:1885.3:2023.7|28:-491.1:294.1:2020.8:2059.9|13:856.5:1713.8:2073.1:2092.5
2.170721,1785156580.639091969,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2126.7:-940.0:1889.8:2017.2|28:-508.4:276.4:2019.5:2052.7|12:841.4:1688.8:2056.5:2100.7
2.297457,1785156580.754345894,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2164.8:-978.2:1889.8:2016.8|27:-508.4:258.9:2019.5:2052.7|11:841.4:1726.9:2056.5:2100.7
2.398376,1785156580.865375042,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2197.0:-934.5:1886.8:2021.2|27:-485.8:283.2:2020.4:2056.1|14:864.7:2045.0:2060.0:2115.4
2.531021,1785156580.976371050,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2197.0:-934.5:1886.8:2021.2|30:-558.1:331.1:2020.5:2061.1|15:853.1:2045.0:2060.0:2115.4
2.630481,1785156581.091354847,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2127.5:-963.4:1887.4:2015.6|29:-558.1:331.1:2013.9:2061.1|10:842.9:1676.2:2065.3:2101.0
2.728986,1785156581.202813864,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2167.1:-963.4:1887.0:2016.2|28:-530.2:298.0:2013.9:2059.5|9:842.9:1717.0:2065.3:2101.0
2.863934,1785156581.313266993,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2167.1:-938.2:1887.0:2022.0|28:-530.2:298.0:2017.5:2059.5|15:862.0:2299.4:2065.8:2122.1
2.963885,1785156581.428122044,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2117.4:-938.2:1887.8:2022.0|27:-502.3:263.7:2019.0:2054.7|19:846.1:2299.4:2066.8:2122.1
3.091064,1785156581.539749861,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2140.9:-954.8:1886.9:2020.2|27:-517.0:263.7:2019.0:2055.5|15:832.8:2256.5:2065.0:2114.6
3.190819,1785156581.651763916,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2168.3:-969.3:1884.9:2015.2|28:-532.7:296.5:2013.5:2057.0|9:832.8:1716.2:2063.7:2087.5
3.321195,1785156581.766213179,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2199.2:-936.7:1884.9:2021.8|28:-532.7:296.5:2013.5:2057.0|13:866.4:2069.3:2062.4:2115.7
3.423118,1785156581.877473116,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2199.2:-936.7:1887.7:2021.8|28:-559.2:265.8:2019.4:2053.9|13:849.0:2046.5:2062.4:2115.7
3.521847,1785156581.988888979,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,27:-2118.7:-1016.1:1888.9:2009.2|29:-559.2:265.8:2019.7:2053.9|13:841.6:1885.9:2056.8:2110.7
3.655633,1785156582.102693081,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2130.7:-963.0:1887.1:2016.1|27:-512.1:260.7:2012.4:2054.5|15:835.1:2096.4:2056.8:2110.7
3.758540,1785156582.214032888,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-2153.8:-963.0:1887.1:2016.1|27:-519.1:247.6:2012.4:2054.5|12:835.1:1536.4:2064.3:2086.6|3:1980.5:2096.7:2104.5:2116.2
3.884319,1785156582.328794003,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2167.0:-971.3:1889.0:2015.5|29:-529.0:299.1:2018.0:2059.1|11:947.8:1717.3:2063.2:2085.5
3.983099,1785156582.441101074,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2191.4:-931.5:1889.0:2022.0|29:-529.0:299.1:2018.0:2059.1|11:866.6:1717.3:2063.2:2091.9
4.082378,1785156582.551970959,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-2191.4:-931.5:1890.3:2022.0|28:-490.8:283.9:2020.0:2056.7|10:861.6:1701.4:2064.8:2092.9
4.213639,1785156582.666625977,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,28:-1994.1:-939.2:1900.6:2018.4|29:-555.8:275.4:2020.6:2053.2|5:1237.1:1691.9:2074.7:2092.9
4.311732,1785156582.778259993,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,29:-2115.2:-945.7:1892.1:2021.0|28:-555.8:269.2:2020.0:2053.2|10:846.7:1667.8:2067.4:2088.2
4.450158,1785156582.890501022,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2126.8:-953.8:1890.0:2021.0|25:-501.2:264.5:2020.0:2052.0|16:837.1:2247.4:2063.3:2108.3
4.546922,1785156583.004065990,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-2136.2:-959.9:1888.9:2015.3|25:-453.8:256.4:2008.8:2051.2|4:835.0:968.3:2063.3:2086.6|10:1366.3:2099.1:2066.7:2108.1
4.643634,1785156583.115843058,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-2136.3:-963.9:1888.0:2016.9|26:-517.0:253.0:2008.8:2053.0|9:835.0:1537.5:2063.4:2086.4|3:1979.8:2096.5:2107.3:2117.1
4.777025,1785156583.226041079,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2136.3:-965.2:1887.9:2016.9|25:-517.0:195.1:2009.4:2055.3|9:843.6:1538.8:2064.9:2099.6
4.876694,1785156583.340998888,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-2128.9:-964.0:1887.6:2015.3|25:-453.7:251.9:2009.4:2055.3|3:837.0:967.3:2062.7:2099.6|6:1371.8:1538.8:2066.5:2087.0
5.004288,1785156583.452036142,idle,waiting_for_start,0,0,0,4,,,,,,,,,,,,,,,,,,,,30:-2140.4:-964.0:1887.5:2015.3|27:-518.3:251.9:2010.3:2051.3|3:837.0:967.3:2062.7:2084.7|7:1359.8:1729.6:2065.9:2087.0
5.106646,1785156583.567601919,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2154.3:-970.0:1887.5:2018.1|28:-518.3:303.7:2013.5:2059.0|12:950.2:1729.6:2062.7:2085.8
5.204276,1785156583.678474903,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2168.1:-976.1:1888.9:2018.1|29:-530.4:303.7:2013.2:2059.0|13:879.5:1723.0:2062.7:2086.0
5.334745,1785156583.789297819,idle,waiting_for_start,0,0,0,3,,,,,,,,,,,,,,,,,,,,30:-2174.3:-924.8:1882.8:2022.0|28:-530.4:298.5:2013.2:2059.0|14:876.6:1716.3:2066.9:2087.8
